Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0040008~regulation of growth	17	3.881278538812785	0.0068984751633902235	ENSG00000167244, ENSG00000168556, ENSG00000183691, ENSG00000205277, ENSG00000197019, ENSG00000185338, ENSG00000004468, ENSG00000133895, ENSG00000106799, ENSG00000006327, ENSG00000160460, ENSG00000171791, ENSG00000140009, ENSG00000111012, ENSG00000150938, ENSG00000151694, ENSG00000125124	319	341	13528	2.114158063596834	0.9999997206464412	0.26506649818465633	11.327057559911314
GOTERM_BP_FAT	GO:0051348~negative regulation of transferase activity	8	1.82648401826484	0.007430605918707273	ENSG00000150593, ENSG00000167244, ENSG00000103423, ENSG00000166068, ENSG00000131370, ENSG00000150457, ENSG00000114388, ENSG00000133895	319	96	13528	3.533960292580982	0.9999999131604663	0.27760563495050516	12.148575920298443
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	14	3.1963470319634704	0.007778391137373282	ENSG00000095752, ENSG00000106799, ENSG00000143184, ENSG00000129277, ENSG00000197262, ENSG00000006327, ENSG00000113525, ENSG00000186810, ENSG00000204217, ENSG00000205021, ENSG00000113520, ENSG00000177663, ENSG00000102245, ENSG00000120659	120	262	5085	2.2643129770992365	0.611267905021986	0.611267905021986	8.586261618302771
SP_PIR_KEYWORDS	actin capping	4	0.91324200913242	0.007925973962919618	ENSG00000160460, ENSG00000042493, ENSG00000137877, ENSG00000070182	425	19	19235	9.528173374613	0.9477780091274507	0.3085963338216674	10.396533217733717
GOTERM_MF_FAT	GO:0043169~cation binding	119	27.168949771689498	0.007968608866806467	ENSG00000162086, ENSG00000131759, ENSG00000084070, ENSG00000160685, ENSG00000109118, ENSG00000167840, ENSG00000128394, ENSG00000070081, ENSG00000107485, ENSG00000104447, ENSG00000136490, ENSG00000204217, ENSG00000089159, ENSG00000148337, ENSG00000163516, ENSG00000112659, ENSG00000083814, ENSG00000100949, ENSG00000141314, ENSG00000130844, ENSG00000196150, ENSG00000039068, ENSG00000106069, ENSG00000148143, ENSG00000103423, ENSG00000196793, ENSG00000163297, ENSG00000180855, ENSG00000119138, ENSG00000091409, ENSG00000145730, ENSG00000173706, ENSG00000162572, ENSG00000140403, ENSG00000221955, ENSG00000131873, ENSG00000167383, ENSG00000111012, ENSG00000177189, ENSG00000151694, ENSG00000204186, ENSG00000134780, ENSG00000057657, ENSG00000171954, ENSG00000221968, ENSG00000177119, ENSG00000171649, ENSG00000075340, ENSG00000130821, ENSG00000107140, ENSG00000180448, ENSG00000153317, ENSG00000188886, ENSG00000180644, ENSG00000182621, ENSG00000108389, ENSG00000131149, ENSG00000140009, ENSG00000001629, ENSG00000213918, ENSG00000186376, ENSG00000196670, ENSG00000132718, ENSG00000100105, ENSG00000188167, ENSG00000168556, ENSG00000167535, ENSG00000141040, ENSG00000120913, ENSG00000151726, ENSG00000121864, ENSG00000159640, ENSG00000163738, ENSG00000116574, ENSG00000040633, ENSG00000177494, ENSG00000099326, ENSG00000177030, ENSG00000186193, ENSG00000196456, ENSG00000087494, ENSG00000064886, ENSG00000182983, ENSG00000122873, ENSG00000022976, ENSG00000122678, ENSG00000155090, ENSG00000126218, ENSG00000138814, ENSG00000182318, ENSG00000169896, ENSG00000072110, ENSG00000070961, ENSG00000186197, ENSG00000197226, ENSG00000092295, ENSG00000072682, ENSG00000164398, ENSG00000116353, ENSG00000106799, ENSG00000135318, ENSG00000140398, ENSG00000172081, ENSG00000163113, ENSG00000105808, ENSG00000092871, ENSG00000197586, ENSG00000090975, ENSG00000131686, ENSG00000150457, ENSG00000006744, ENSG00000173451, ENSG00000171604, ENSG00000122299, ENSG00000080561, ENSG00000127334, ENSG00000012779, ENSG00000124406, ENSG00000197208	305	4179	12983	1.2121316967350413	0.9881127925629138	0.6698054047023645	11.030040006554042
UP_SEQ_FEATURE	sequence variant	291	66.43835616438356	0.008057360994415601	ENSG00000162086, ENSG00000084070, ENSG00000015676, ENSG00000146285, ENSG00000107738, ENSG00000138385, ENSG00000215305, ENSG00000103091, ENSG00000033011, ENSG00000167840, ENSG00000070081, ENSG00000104447, ENSG00000150938, ENSG00000154814, ENSG00000178397, ENSG00000165338, ENSG00000070182, ENSG00000215041, ENSG00000183691, ENSG00000126456, ENSG00000100949, ENSG00000197019, ENSG00000170275, ENSG00000133895, ENSG00000141314, ENSG00000106069, ENSG00000124225, ENSG00000065970, ENSG00000132359, ENSG00000196793, ENSG00000204381, ENSG00000114529, ENSG00000153574, ENSG00000104725, ENSG00000104722, ENSG00000087053, ENSG00000173166, ENSG00000131873, ENSG00000140688, ENSG00000160856, ENSG00000160460, ENSG00000141524, ENSG00000111012, ENSG00000100453, ENSG00000111727, ENSG00000177663, ENSG00000006468, ENSG00000151694, ENSG00000204186, ENSG00000112902, ENSG00000151690, ENSG00000057657, ENSG00000204394, ENSG00000177119, ENSG00000164362, ENSG00000111906, ENSG00000107140, ENSG00000092621, ENSG00000100731, ENSG00000114812, ENSG00000072310, ENSG00000108389, ENSG00000213203, ENSG00000183160, ENSG00000215012, ENSG00000132718, ENSG00000140474, ENSG00000077935, ENSG00000170242, ENSG00000198805, ENSG00000141040, ENSG00000133985, ENSG00000184900, ENSG00000112218, ENSG00000157570, ENSG00000184402, ENSG00000101190, ENSG00000144959, ENSG00000178053, ENSG00000173852, ENSG00000069998, ENSG00000102245, ENSG00000106633, ENSG00000101574, ENSG00000091592, ENSG00000196456, ENSG00000004660, ENSG00000064687, ENSG00000122678, ENSG00000155090, ENSG00000126218, ENSG00000069493, ENSG00000134363, ENSG00000106123, ENSG00000075420, ENSG00000137877, ENSG00000122012, ENSG00000072110, ENSG00000070961, ENSG00000134461, ENSG00000144824, ENSG00000092295, ENSG00000135476, ENSG00000013588, ENSG00000100599, ENSG00000197308, ENSG00000143367, ENSG00000204681, ENSG00000106799, ENSG00000133961, ENSG00000148773, ENSG00000135318, ENSG00000167699, ENSG00000206013, ENSG00000161270, ENSG00000105808, ENSG00000197586, ENSG00000120659, ENSG00000117090, ENSG00000205277, ENSG00000139832, ENSG00000173451, ENSG00000139116, ENSG00000105281, ENSG00000122299, ENSG00000105810, ENSG00000198945, ENSG00000119946, ENSG00000120885, ENSG00000138834, ENSG00000124406, ENSG00000146112, ENSG00000145868, ENSG00000174177, ENSG00000125744, ENSG00000144741, ENSG00000172175, ENSG00000177595, ENSG00000140526, ENSG00000128394, ENSG00000107485, ENSG00000204217, ENSG00000196428, ENSG00000187699, ENSG00000174373, ENSG00000148337, ENSG00000166145, ENSG00000163516, ENSG00000112659, ENSG00000083814, ENSG00000148334, ENSG00000166900, ENSG00000126259, ENSG00000203485, ENSG00000139044, ENSG00000039068, ENSG00000148143, ENSG00000180376, ENSG00000103423, ENSG00000163297, ENSG00000180855, ENSG00000125124, ENSG00000145730, ENSG00000173706, ENSG00000167244, ENSG00000100908, ENSG00000103550, ENSG00000162572, ENSG00000095752, ENSG00000221955, ENSG00000145882, ENSG00000143842, ENSG00000135048, ENSG00000087903, ENSG00000167383, ENSG00000141298, ENSG00000115956, ENSG00000171791, ENSG00000155629, ENSG00000041515, ENSG00000177189, ENSG00000105426, ENSG00000068383, ENSG00000134780, ENSG00000175866, ENSG00000171954, ENSG00000221968, ENSG00000090447, ENSG00000165138, ENSG00000101596, ENSG00000198885, ENSG00000067955, ENSG00000075340, ENSG00000135821, ENSG00000130821, ENSG00000180448, ENSG00000153317, ENSG00000116991, ENSG00000188886, ENSG00000110921, ENSG00000204856, ENSG00000180644, ENSG00000145715, ENSG00000182621, ENSG00000082074, ENSG00000203710, ENSG00000048140, ENSG00000131149, ENSG00000186810, ENSG00000162241, ENSG00000056050, ENSG00000001629, ENSG00000213918, ENSG00000100105, ENSG00000103168, ENSG00000167535, ENSG00000105875, ENSG00000004468, ENSG00000205356, ENSG00000159640, ENSG00000080546, ENSG00000129277, ENSG00000116574, ENSG00000068878, ENSG00000099869, ENSG00000139679, ENSG00000039600, ENSG00000198756, ENSG00000099326, ENSG00000164889, ENSG00000177030, ENSG00000064886, ENSG00000087494, ENSG00000042493, ENSG00000182983, ENSG00000184575, ENSG00000182985, ENSG00000022976, ENSG00000073861, ENSG00000184470, ENSG00000100503, ENSG00000178719, ENSG00000120708, ENSG00000076003, ENSG00000169896, ENSG00000023516, ENSG00000186076, ENSG00000033122, ENSG00000179598, ENSG00000186197, ENSG00000197226, ENSG00000167207, ENSG00000184465, ENSG00000154134, ENSG00000116353, ENSG00000168229, ENSG00000140398, ENSG00000164649, ENSG00000076356, ENSG00000105991, ENSG00000183473, ENSG00000196358, ENSG00000175634, ENSG00000106462, ENSG00000131686, ENSG00000090975, ENSG00000150593, ENSG00000140859, ENSG00000006432, ENSG00000148690, ENSG00000150457, ENSG00000185338, ENSG00000119655, ENSG00000006744, ENSG00000186564, ENSG00000120802, ENSG00000104450, ENSG00000080561, ENSG00000103051, ENSG00000124608, ENSG00000197262, ENSG00000127334, ENSG00000068078, ENSG00000118513, ENSG00000135919, ENSG00000102878, ENSG00000115904, ENSG00000113520, ENSG00000012779, ENSG00000100629, ENSG00000197208	425	11992	19113	1.0912928226660912	0.9999731457385076	0.9948178902469738	12.374960153473202
GOTERM_BP_FAT	GO:0001775~cell activation	15	3.4246575342465753	0.008079260198805957	ENSG00000100105, ENSG00000167244, ENSG00000095752, ENSG00000067955, ENSG00000122678, ENSG00000172175, ENSG00000115956, ENSG00000103423, ENSG00000171791, ENSG00000213203, ENSG00000169896, ENSG00000113520, ENSG00000151694, ENSG00000102245, ENSG00000117090	319	287	13528	2.216421089423613	0.9999999791168231	0.29301894554865404	13.140286483265529
GOTERM_MF_FAT	GO:0046872~metal ion binding	118	26.94063926940639	0.008083715896814564	ENSG00000162086, ENSG00000131759, ENSG00000084070, ENSG00000160685, ENSG00000109118, ENSG00000167840, ENSG00000128394, ENSG00000070081, ENSG00000107485, ENSG00000104447, ENSG00000136490, ENSG00000204217, ENSG00000089159, ENSG00000148337, ENSG00000163516, ENSG00000112659, ENSG00000083814, ENSG00000100949, ENSG00000141314, ENSG00000130844, ENSG00000196150, ENSG00000039068, ENSG00000106069, ENSG00000148143, ENSG00000103423, ENSG00000196793, ENSG00000163297, ENSG00000180855, ENSG00000119138, ENSG00000091409, ENSG00000145730, ENSG00000173706, ENSG00000162572, ENSG00000140403, ENSG00000221955, ENSG00000131873, ENSG00000167383, ENSG00000111012, ENSG00000177189, ENSG00000151694, ENSG00000204186, ENSG00000134780, ENSG00000057657, ENSG00000171954, ENSG00000221968, ENSG00000177119, ENSG00000171649, ENSG00000075340, ENSG00000130821, ENSG00000107140, ENSG00000180448, ENSG00000153317, ENSG00000188886, ENSG00000180644, ENSG00000182621, ENSG00000108389, ENSG00000131149, ENSG00000140009, ENSG00000001629, ENSG00000213918, ENSG00000186376, ENSG00000196670, ENSG00000132718, ENSG00000100105, ENSG00000188167, ENSG00000168556, ENSG00000167535, ENSG00000141040, ENSG00000120913, ENSG00000151726, ENSG00000121864, ENSG00000159640, ENSG00000163738, ENSG00000116574, ENSG00000040633, ENSG00000177494, ENSG00000099326, ENSG00000177030, ENSG00000186193, ENSG00000196456, ENSG00000087494, ENSG00000182983, ENSG00000122873, ENSG00000022976, ENSG00000122678, ENSG00000155090, ENSG00000138814, ENSG00000126218, ENSG00000182318, ENSG00000169896, ENSG00000072110, ENSG00000070961, ENSG00000186197, ENSG00000197226, ENSG00000092295, ENSG00000072682, ENSG00000164398, ENSG00000116353, ENSG00000106799, ENSG00000135318, ENSG00000140398, ENSG00000172081, ENSG00000163113, ENSG00000105808, ENSG00000092871, ENSG00000197586, ENSG00000090975, ENSG00000131686, ENSG00000150457, ENSG00000006744, ENSG00000173451, ENSG00000171604, ENSG00000122299, ENSG00000080561, ENSG00000127334, ENSG00000012779, ENSG00000124406, ENSG00000197208	305	4140	12983	1.2132683931258414	0.9888529202477225	0.5931519660415068	11.180723819845785
BIOCARTA	h_nktPathway:Selective expression of chemokine receptors during T-cell polarization	5	1.141552511415525	0.008274971822829335	ENSG00000113525, ENSG00000129277, ENSG00000186810, ENSG00000113520, ENSG00000102245	49	25	1437	5.865306122448979	0.700266916351539	0.700266916351539	9.393643943264918
GOTERM_BP_FAT	GO:0031589~cell-substrate adhesion	8	1.82648401826484	0.008290745591643047	ENSG00000006327, ENSG00000124466, ENSG00000171791, ENSG00000152894, ENSG00000089159, ENSG00000072110, ENSG00000173166, ENSG00000091409	319	98	13528	3.4618386539568804	0.9999999868804825	0.2946226708516333	13.461333695263377
GOTERM_BP_FAT	GO:0001501~skeletal system development	16	3.65296803652968	0.008434531432339784	ENSG00000167244, ENSG00000183691, ENSG00000067955, ENSG00000087494, ENSG00000143367, ENSG00000204681, ENSG00000113658, ENSG00000133895, ENSG00000106799, ENSG00000155090, ENSG00000171791, ENSG00000104447, ENSG00000068078, ENSG00000111012, ENSG00000177189, ENSG00000120659	319	319	13528	2.127023122807362	0.9999999904360152	0.294184324145758	13.678970035164706
GOTERM_BP_FAT	GO:0002706~regulation of lymphocyte mediated immunity	6	1.36986301369863	0.008580800247508298	ENSG00000167207, ENSG00000213203, ENSG00000113520, ENSG00000182985, ENSG00000073861, ENSG00000172175	319	54	13528	4.711947056774643	0.9999999930662391	0.29383395583151295	13.899835316390396
GOTERM_BP_FAT	GO:0030833~regulation of actin filament polymerization	6	1.36986301369863	0.008580800247508298	ENSG00000145715, ENSG00000160460, ENSG00000042493, ENSG00000075340, ENSG00000137877, ENSG00000070182	319	54	13528	4.711947056774643	0.9999999930662391	0.29383395583151295	13.899835316390396
GOTERM_BP_FAT	GO:0042113~B cell activation	7	1.5981735159817352	0.008868659674328469	ENSG00000171791, ENSG00000095752, ENSG00000113520, ENSG00000151694, ENSG00000102245, ENSG00000172175, ENSG00000122678	319	76	13528	3.9059561128526648	0.999999996318407	0.2974856560609014	14.33294730395992
GOTERM_BP_FAT	GO:0002822~regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	6	1.36986301369863	0.009261808986421044	ENSG00000131759, ENSG00000167207, ENSG00000213203, ENSG00000113520, ENSG00000073861, ENSG00000172175	319	55	13528	4.626275292106013	0.9999999984497139	0.30387709195116575	14.921161714972452
UP_SEQ_FEATURE	domain:Actin-binding	4	0.91324200913242	0.00933448001888454	ENSG00000160460, ENSG00000137877, ENSG00000072110, ENSG00000070182	425	20	19113	8.99435294117647	0.9999949755442179	0.9828724066645828	14.199100192256731
KEGG_PATHWAY	hsa05330:Allograft rejection	5	1.141552511415525	0.009422837395630159	ENSG00000180644, ENSG00000113525, ENSG00000100453, ENSG00000113520, ENSG00000102245	120	36	5085	5.885416666666666	0.6819571309495676	0.436047103872644	10.312960138870075
GOTERM_BP_FAT	GO:0002460~adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	7	1.5981735159817352	0.009433493823482443	ENSG00000203710, ENSG00000167207, ENSG00000120885, ENSG00000113520, ENSG00000151694, ENSG00000182985, ENSG00000102245	319	77	13528	3.855229410088344	0.999999998937489	0.30406728446273124	15.176833909757303
GOTERM_BP_FAT	GO:0002250~adaptive immune response	7	1.5981735159817352	0.009433493823482443	ENSG00000203710, ENSG00000167207, ENSG00000120885, ENSG00000113520, ENSG00000151694, ENSG00000182985, ENSG00000102245	319	77	13528	3.855229410088344	0.999999998937489	0.30406728446273124	15.176833909757303
GOTERM_BP_FAT	GO:0043066~negative regulation of apoptosis	17	3.881278538812785	0.009724682284134237	ENSG00000167244, ENSG00000164362, ENSG00000104725, ENSG00000140939, ENSG00000162734, ENSG00000106799, ENSG00000172175, ENSG00000145715, ENSG00000103423, ENSG00000171791, ENSG00000140009, ENSG00000213203, ENSG00000120885, ENSG00000113520, ENSG00000102245, ENSG00000151694, ENSG00000162894	319	354	13528	2.036519490639888	0.9999999994402671	0.30740009248936995	15.608815527928233
GOTERM_BP_FAT	GO:0002819~regulation of adaptive immune response	6	1.36986301369863	0.009979168360079348	ENSG00000131759, ENSG00000167207, ENSG00000213203, ENSG00000113520, ENSG00000073861, ENSG00000172175	319	56	13528	4.543663233318406	0.9999999996803712	0.30966197802693674	15.984650123643485
GOTERM_BP_FAT	GO:0030278~regulation of ossification	7	1.5981735159817352	0.010023541241341345	ENSG00000105810, ENSG00000171791, ENSG00000111012, ENSG00000204217, ENSG00000113658, ENSG00000183864, ENSG00000133895	319	78	13528	3.8058033920102887	0.9999999997101249	0.3065153575302456	16.05001994704064
UP_SEQ_FEATURE	active site:Phosphocysteine intermediate	7	1.5981735159817352	0.010339465287089613	ENSG00000141298, ENSG00000108389, ENSG00000152894, ENSG00000161326, ENSG00000167065, ENSG00000105426, ENSG00000087053	425	83	19113	3.792799433026223	0.9999986584284583	0.9659667472310051	15.609416426041356
GOTERM_BP_FAT	GO:0016311~dephosphorylation	10	2.28310502283105	0.010603958750771804	ENSG00000138814, ENSG00000144959, ENSG00000141298, ENSG00000171791, ENSG00000108389, ENSG00000152894, ENSG00000161326, ENSG00000167065, ENSG00000105426, ENSG00000087053	319	154	13528	2.7537352929202457	0.9999999999192827	0.31681166511512726	16.900684882667562
GOTERM_BP_FAT	GO:0032689~negative regulation of interferon-gamma production	3	0.684931506849315	0.010698341327331613	ENSG00000131759, ENSG00000167207, ENSG00000213203	319	7	13528	18.174652933273624	0.9999999999344388	0.3149025149874852	17.038242540387927
UP_SEQ_FEATURE	repeat:Spectrin 4	4	0.91324200913242	0.010713695988517645	ENSG00000160460, ENSG00000137877, ENSG00000072110, ENSG00000070182	425	21	19113	8.566050420168066	0.9999991798041068	0.9393566033717375	16.128998879678015
GOTERM_BP_FAT	GO:0043069~negative regulation of programmed cell death	17	3.881278538812785	0.010965402215948956	ENSG00000167244, ENSG00000164362, ENSG00000104725, ENSG00000140939, ENSG00000162734, ENSG00000106799, ENSG00000172175, ENSG00000145715, ENSG00000103423, ENSG00000171791, ENSG00000140009, ENSG00000213203, ENSG00000120885, ENSG00000113520, ENSG00000102245, ENSG00000151694, ENSG00000162894	319	359	13528	2.0081557094332045	0.9999999999636056	0.31718642382567963	17.426308055213713
GOTERM_MF_FAT	GO:0030528~transcription regulator activity	50	11.415525114155251	0.011216680589118726	ENSG00000100105, ENSG00000131759, ENSG00000168556, ENSG00000160685, ENSG00000103168, ENSG00000141040, ENSG00000117036, ENSG00000115207, ENSG00000121864, ENSG00000109118, ENSG00000167840, ENSG00000101190, ENSG00000107485, ENSG00000104447, ENSG00000196428, ENSG00000039600, ENSG00000099326, ENSG00000177030, ENSG00000126456, ENSG00000108773, ENSG00000148334, ENSG00000197019, ENSG00000113658, ENSG00000073861, ENSG00000133895, ENSG00000155090, ENSG00000039068, ENSG00000182318, ENSG00000065970, ENSG00000119138, ENSG00000143842, ENSG00000087903, ENSG00000172292, ENSG00000105991, ENSG00000171791, ENSG00000111727, ENSG00000006468, ENSG00000106462, ENSG00000057657, ENSG00000090447, ENSG00000067955, ENSG00000005513, ENSG00000186564, ENSG00000072310, ENSG00000140009, ENSG00000025156, ENSG00000100320, ENSG00000118513, ENSG00000102878, ENSG00000186376	305	1512	12983	1.4076459363344607	0.9980679126261486	0.6470841797176389	15.191864256666332
GOTERM_BP_FAT	GO:0045927~positive regulation of growth	7	1.5981735159817352	0.01128157345666931	ENSG00000006327, ENSG00000167244, ENSG00000171791, ENSG00000160460, ENSG00000004468, ENSG00000151694, ENSG00000106799	319	80	13528	3.710658307210031	0.9999999999818728	0.32054391205491417	17.8835241591611
GOTERM_BP_FAT	GO:0060548~negative regulation of cell death	17	3.881278538812785	0.011290382571832056	ENSG00000167244, ENSG00000164362, ENSG00000104725, ENSG00000140939, ENSG00000162734, ENSG00000106799, ENSG00000172175, ENSG00000145715, ENSG00000103423, ENSG00000171791, ENSG00000140009, ENSG00000213203, ENSG00000120885, ENSG00000113520, ENSG00000102245, ENSG00000151694, ENSG00000162894	319	360	13528	2.0025774991292233	0.9999999999822216	0.31669633162458344	17.896228816358782
INTERPRO	IPR000387:Protein-tyrosine phosphatase	7	1.5981735159817352	0.011372023622669293	ENSG00000141298, ENSG00000108389, ENSG00000152894, ENSG00000161326, ENSG00000167065, ENSG00000105426, ENSG00000087053	388	81	16659	3.7104810996563566	0.9997316804877537	0.9997316804877537	15.894479013544471
SP_PIR_KEYWORDS	zinc-finger	53	12.100456621004566	0.011897861225999985	ENSG00000100105, ENSG00000131759, ENSG00000084070, ENSG00000162086, ENSG00000168556, ENSG00000160685, ENSG00000141040, ENSG00000121864, ENSG00000109118, ENSG00000167840, ENSG00000107485, ENSG00000104447, ENSG00000040633, ENSG00000177494, ENSG00000099326, ENSG00000148337, ENSG00000177030, ENSG00000163516, ENSG00000196456, ENSG00000112659, ENSG00000083814, ENSG00000182983, ENSG00000022976, ENSG00000130844, ENSG00000196150, ENSG00000155090, ENSG00000106069, ENSG00000148143, ENSG00000103423, ENSG00000182318, ENSG00000196793, ENSG00000119138, ENSG00000180855, ENSG00000140403, ENSG00000167383, ENSG00000105808, ENSG00000163113, ENSG00000092871, ENSG00000204186, ENSG00000057657, ENSG00000171649, ENSG00000173451, ENSG00000180448, ENSG00000171604, ENSG00000153317, ENSG00000122299, ENSG00000080561, ENSG00000131149, ENSG00000108389, ENSG00000140009, ENSG00000001629, ENSG00000186376, ENSG00000196670	425	1718	19235	1.3962268027117717	0.9882108526917939	0.38945136301931516	15.22062144433567
GOTERM_BP_FAT	GO:0048812~neuron projection morphogenesis	12	2.73972602739726	0.012019406784953703	ENSG00000175866, ENSG00000171791, ENSG00000160460, ENSG00000196358, ENSG00000105991, ENSG00000181754, ENSG00000154134, ENSG00000104725, ENSG00000120885, ENSG00000138834, ENSG00000133961, ENSG00000112902	319	213	13528	2.3891562541392557	0.9999999999964393	0.32928422802241153	18.941243755578363
INTERPRO	IPR000387:Dual-specific/protein-tyrosine phosphatase, conserved region	7	1.5981735159817352	0.01203697960870676	ENSG00000141298, ENSG00000108389, ENSG00000152894, ENSG00000161326, ENSG00000167065, ENSG00000105426, ENSG00000087053	388	82	16659	3.665231330148353	0.9998345923764809	0.9871389104847558	16.746586337614865
INTERPRO	IPR002017:Spectrin repeat	4	0.91324200913242	0.012126511804099798	ENSG00000160460, ENSG00000137877, ENSG00000072110, ENSG00000070182	388	21	16659	8.17820324005891	0.9998450268359282	0.9462862467190045	16.860699439605888
UP_SEQ_FEATURE	repeat:Spectrin 3	4	0.91324200913242	0.012204477932256229	ENSG00000160460, ENSG00000137877, ENSG00000072110, ENSG00000070182	425	22	19113	8.176684491978609	0.9999998846982145	0.9302347204631055	18.16914178239616
GOTERM_BP_FAT	GO:0007242~intracellular signaling cascade	43	9.817351598173515	0.012312374614724488	ENSG00000131759, ENSG00000175898, ENSG00000167244, ENSG00000167207, ENSG00000106799, ENSG00000172175, ENSG00000116574, ENSG00000115956, ENSG00000166068, ENSG00000183473, ENSG00000175634, ENSG00000131370, ENSG00000161270, ENSG00000105808, ENSG00000177189, ENSG00000106633, ENSG00000006432, ENSG00000111348, ENSG00000126456, ENSG00000087494, ENSG00000139832, ENSG00000150457, ENSG00000185338, ENSG00000180448, ENSG00000133895, ENSG00000114812, ENSG00000145715, ENSG00000182621, ENSG00000082074, ENSG00000106069, ENSG00000124225, ENSG00000127334, ENSG00000103423, ENSG00000140009, ENSG00000177981, ENSG00000068078, ENSG00000100320, ENSG00000119138, ENSG00000023516, ENSG00000115904, ENSG00000138834, ENSG00000186197, ENSG00000144824	319	1256	13528	1.4518499291176648	0.9999999999981347	0.33175356863569816	19.357655138851058
GOTERM_BP_FAT	GO:0051100~negative regulation of binding	6	1.36986301369863	0.012358066505633633	ENSG00000167207, ENSG00000148143, ENSG00000103423, ENSG00000183691, ENSG00000087494, ENSG00000133895	319	59	13528	4.3126295095903515	0.9999999999983136	0.32877674096241927	19.422417536491864
GOTERM_BP_FAT	GO:0043255~regulation of carbohydrate biosynthetic process	4	0.91324200913242	0.012503338219544961	ENSG00000167244, ENSG00000115956, ENSG00000127334, ENSG00000106633	319	21	13528	8.077623525899387	0.9999999999987763	0.3280177825043922	19.627996071544196
GOTERM_BP_FAT	GO:0044092~negative regulation of molecular function	16	3.65296803652968	0.012719329732488498	ENSG00000150593, ENSG00000167207, ENSG00000167244, ENSG00000183691, ENSG00000087494, ENSG00000150457, ENSG00000204681, ENSG00000133895, ENSG00000140398, ENSG00000148143, ENSG00000115956, ENSG00000103423, ENSG00000166068, ENSG00000131370, ENSG00000111012, ENSG00000114388	319	334	13528	2.0314981322621213	0.9999999999992404	0.3287791112471997	19.9327387982577
GOTERM_BP_FAT	GO:0048858~cell projection morphogenesis	13	2.968036529680365	0.013257502090284872	ENSG00000175866, ENSG00000171791, ENSG00000160460, ENSG00000196358, ENSG00000105991, ENSG00000181754, ENSG00000154134, ENSG00000104725, ENSG00000120885, ENSG00000138834, ENSG00000125124, ENSG00000133961, ENSG00000112902	319	245	13528	2.250195125071972	0.9999999999997686	0.3362062055332029	20.687316957427594
GOTERM_CC_FAT	GO:0031256~leading edge membrane	4	0.91324200913242	0.01383357461160388	ENSG00000115956, ENSG00000152894, ENSG00000151694, ENSG00000138834	285	23	12782	7.799847444698703	0.9833519828162822	0.3655847516432985	16.937373901984586
GOTERM_BP_FAT	GO:0002703~regulation of leukocyte mediated immunity	6	1.36986301369863	0.014141350052738214	ENSG00000167207, ENSG00000213203, ENSG00000113520, ENSG00000182985, ENSG00000073861, ENSG00000172175	319	61	13528	4.1712318207513235	0.9999999999999672	0.35028725423727536	21.912047873211225
GOTERM_BP_FAT	GO:0045670~regulation of osteoclast differentiation	4	0.91324200913242	0.014229981291078976	ENSG00000155090, ENSG00000113520, ENSG00000183864, ENSG00000120659	319	22	13528	7.710458820176688	0.999999999999973	0.34819030278610263	22.03387426428529
GOTERM_BP_FAT	GO:0042981~regulation of apoptosis	30	6.8493150684931505	0.014384353381311204	ENSG00000167244, ENSG00000167207, ENSG00000104725, ENSG00000004468, ENSG00000106799, ENSG00000172175, ENSG00000171791, ENSG00000183473, ENSG00000102245, ENSG00000151694, ENSG00000091592, ENSG00000164362, ENSG00000140939, ENSG00000162734, ENSG00000182985, ENSG00000133895, ENSG00000155090, ENSG00000145715, ENSG00000039068, ENSG00000103423, ENSG00000127334, ENSG00000140009, ENSG00000143514, ENSG00000213203, ENSG00000180855, ENSG00000120885, ENSG00000113520, ENSG00000115904, ENSG00000072110, ENSG00000162894	319	804	13528	1.5823702802601414	0.9999999999999808	0.34742717931019906	22.24563592639045
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	7	1.5981735159817352	0.014860906101173058	ENSG00000203710, ENSG00000113525, ENSG00000095752, ENSG00000169896, ENSG00000004468, ENSG00000113520, ENSG00000091409	120	86	5085	3.449127906976744	0.8366180748122012	0.4533181319883084	15.813164682552062
GOTERM_BP_FAT	GO:0002761~regulation of myeloid leukocyte differentiation	5	1.141552511415525	0.015316163048426187	ENSG00000155090, ENSG00000113525, ENSG00000113520, ENSG00000183864, ENSG00000120659	319	41	13528	5.171649208655095	0.9999999999999976	0.3615004588909956	23.51239044502602
GOTERM_BP_FAT	GO:0043242~negative regulation of protein complex disassembly	5	1.141552511415525	0.015316163048426187	ENSG00000160460, ENSG00000042493, ENSG00000075340, ENSG00000137877, ENSG00000070182	319	41	13528	5.171649208655095	0.9999999999999976	0.3615004588909956	23.51239044502602
INTERPRO	IPR001589:Actinin-type, actin-binding, conserved site	4	0.91324200913242	0.015605679031325889	ENSG00000160460, ENSG00000137877, ENSG00000072110, ENSG00000070182	388	23	16659	7.4670551322277	0.9999877373992588	0.9408239943625131	21.18360713055303
