Category	Term	Count	%	PValue	Genes	List_Total	Pop_Hits	Pop_Total	Fold_Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	membrane	111	36.51315789473684	0.02596750439017417	ENSG00000138449,_ENSG00000072274,_ENSG00000105976,_ENSG00000073921,_ENSG00000196517,_ENSG00000170382,_ENSG00000138031,_ENSG00000115604,_ENSG00000065989,_ENSG00000142235,_ENSG00000005844,_ENSG00000166979,_ENSG00000198792,_ENSG00000176438,_ENSG00000051128,_ENSG00000179242,_ENSG00000197093,_ENSG00000173198,_ENSG00000198286,_ENSG00000105355,_ENSG00000185499,_ENSG00000141506,_ENSG00000183484,_ENSG00000086062,_ENSG00000134516,_ENSG00000185760,_ENSG00000154122,_ENSG00000168421,_ENSG00000135378,_ENSG00000113504,_ENSG00000138175,_ENSG00000143537,_ENSG00000068650,_ENSG00000149506,_ENSG00000135241,_ENSG00000140807,_ENSG00000178623,_ENSG00000186281,_ENSG00000117643,_ENSG00000130545,_ENSG00000113269,_ENSG00000069974,_ENSG00000165527,_ENSG00000006530,_ENSG00000170522,_ENSG00000142765,_ENSG00000176945,_ENSG00000167642,_ENSG00000138686,_ENSG00000168243,_ENSG00000174136,_ENSG00000162496,_ENSG00000088179,_ENSG00000165406,_ENSG00000096996,_ENSG00000100031,_ENSG00000154252,_ENSG00000109736,_ENSG00000162909,_ENSG00000060642,_ENSG00000135898,_ENSG00000106537,_ENSG00000188807,_ENSG00000157600,_ENSG00000136732,_ENSG00000176171,_ENSG00000004866,_ENSG00000131669,_ENSG00000172005,_ENSG00000033627,_ENSG00000181467,_ENSG00000147044,_ENSG00000166189,_ENSG00000186111,_ENSG00000182107,_ENSG00000140030,_ENSG00000128039,_ENSG00000120217,_ENSG00000169992,_ENSG00000177697,_ENSG00000081913,_ENSG00000149573,_ENSG00000158292,_ENSG00000143575,_ENSG00000143801,_ENSG00000197405,_ENSG00000196968,_ENSG00000122490,_ENSG00000164023,_ENSG00000070018,_ENSG00000167695,_ENSG00000185291,_ENSG00000144935,_ENSG00000130714,_ENSG00000183134,_ENSG00000184992,_ENSG00000168118,_ENSG00000131389,_ENSG00000155265,_ENSG00000054793,_ENSG00000196839,_ENSG00000204099,_ENSG00000179532,_ENSG00000115762,_ENSG00000185634,_ENSG00000172738,_ENSG00000132535,_ENSG00000100522,_ENSG00000117298,_ENSG00000168924,_ENSG00000100422	290	6256	19235	1.176848156803951	0.9998433402149431	0.6655203571655625	30.03535824514083
SP_PIR_KEYWORDS	alternative_splicing	130	42.76315789473684	0.026558024418924082	ENSG00000097021,_ENSG00000154310,_ENSG00000105976,_ENSG00000166432,_ENSG00000073921,_ENSG00000146700,_ENSG00000145908,_ENSG00000204261,_ENSG00000134215,_ENSG00000196517,_ENSG00000082458,_ENSG00000065989,_ENSG00000005844,_ENSG00000188227,_ENSG00000074266,_ENSG00000197857,_ENSG00000166979,_ENSG00000176438,_ENSG00000027869,_ENSG00000168397,_ENSG00000143870,_ENSG00000051128,_ENSG00000105355,_ENSG00000185499,_ENSG00000146918,_ENSG00000183484,_ENSG00000141506,_ENSG00000178773,_ENSG00000067082,_ENSG00000145901,_ENSG00000003400,_ENSG00000134516,_ENSG00000185760,_ENSG00000130595,_ENSG00000113504,_ENSG00000168056,_ENSG00000158286,_ENSG00000119673,_ENSG00000132819,_ENSG00000135241,_ENSG00000028310,_ENSG00000147231,_ENSG00000186281,_ENSG00000105655,_ENSG00000084112,_ENSG00000165521,_ENSG00000130545,_ENSG00000170502,_ENSG00000038358,_ENSG00000069974,_ENSG00000160271,_ENSG00000167106,_ENSG00000006530,_ENSG00000111206,_ENSG00000120896,_ENSG00000142765,_ENSG00000000460,_ENSG00000176946,_ENSG00000176945,_ENSG00000138686,_ENSG00000177989,_ENSG00000043143,_ENSG00000005100,_ENSG00000139842,_ENSG00000162496,_ENSG00000109685,_ENSG00000154358,_ENSG00000096996,_ENSG00000157077,_ENSG00000100031,_ENSG00000075151,_ENSG00000135596,_ENSG00000162591,_ENSG00000186001,_ENSG00000168101,_ENSG00000112773,_ENSG00000155393,_ENSG00000188807,_ENSG00000188785,_ENSG00000136732,_ENSG00000004866,_ENSG00000198182,_ENSG00000172005,_ENSG00000107669,_ENSG00000033627,_ENSG00000147044,_ENSG00000100711,_ENSG00000184887,_ENSG00000120217,_ENSG00000116584,_ENSG00000158793,_ENSG00000167034,_ENSG00000154059,_ENSG00000025039,_ENSG00000119771,_ENSG00000145779,_ENSG00000135473,_ENSG00000143575,_ENSG00000168884,_ENSG00000143801,_ENSG00000196968,_ENSG00000072803,_ENSG00000047634,_ENSG00000085382,_ENSG00000122490,_ENSG00000167695,_ENSG00000167491,_ENSG00000135931,_ENSG00000134333,_ENSG00000168477,_ENSG00000144935,_ENSG00000183337,_ENSG00000130714,_ENSG00000135870,_ENSG00000148218,_ENSG00000116690,_ENSG00000007350,_ENSG00000054793,_ENSG00000204099,_ENSG00000179532,_ENSG00000115762,_ENSG00000185634,_ENSG00000172738,_ENSG00000069020,_ENSG00000100526,_ENSG00000132535,_ENSG00000047849,_ENSG00000117298,_ENSG00000178209,_ENSG00000168924	290	7488	19235	1.1515205938697317	0.999871987281593	0.6306206872766851	30.609000813107258
SMART	SM00046:DAGKc	3	0.9868421052631579	0.026602546720965924	ENSG00000157680,_ENSG00000006530,_ENSG00000100422	157	15	9079	11.5656050955414	0.9820013205428922	0.8658408428130688	27.501762819033672
GOTERM_BP_FAT	GO:0007264~small_GTPase_mediated_signal_transduction	11	3.618421052631579	0.026910676525377184	ENSG00000138175,_ENSG00000168118,_ENSG00000134308,_ENSG00000102882,_ENSG00000148484,_ENSG00000181467,_ENSG00000069974,_ENSG00000134215,_ENSG00000168421,_ENSG00000165527,_ENSG00000160271	220	305	13528	2.217704918032787	1.0	0.9273594677219398	36.53163870379347
GOTERM_CC_FAT	GO:0005624~membrane_fraction	21	6.907894736842106	0.02712419477295229	ENSG00000168118,_ENSG00000172005,_ENSG00000105976,_ENSG00000143801,_ENSG00000147044,_ENSG00000197943,_ENSG00000197093,_ENSG00000135241,_ENSG00000196517,_ENSG00000070018,_ENSG00000108179,_ENSG00000173198,_ENSG00000142765,_ENSG00000128039,_ENSG00000132535,_ENSG00000177697,_ENSG00000106537,_ENSG00000065989,_ENSG00000117298,_ENSG00000165527,_ENSG00000100422	200	809	12782	1.6589740420271941	0.9993343143811775	0.6482927582298262	30.28265232498969
UP_SEQ_FEATURE	zinc_finger_region:C2H2-type_9	12	3.9473684210526314	0.028482817133743055	ENSG00000197928,_ENSG00000198182,_ENSG00000196867,_ENSG00000188321,_ENSG00000197937,_ENSG00000145908,_ENSG00000182986,_ENSG00000188785,_ENSG00000181894,_ENSG00000196653,_ENSG00000187792,_ENSG00000197857	290	376	19113	2.103411592076302	0.9999999999999978	0.9764089984804044	37.22017837047906
SP_PIR_KEYWORDS	metal-binding	58	19.078947368421055	0.028843746309885496	ENSG00000185010,_ENSG00000109685,_ENSG00000154358,_ENSG00000165406,_ENSG00000166432,_ENSG00000145908,_ENSG00000157077,_ENSG00000134215,_ENSG00000135596,_ENSG00000138031,_ENSG00000157680,_ENSG00000076685,_ENSG00000204219,_ENSG00000065989,_ENSG00000188785,_ENSG00000188227,_ENSG00000104774,_ENSG00000197857,_ENSG00000198182,_ENSG00000105963,_ENSG00000188321,_ENSG00000182986,_ENSG00000196653,_ENSG00000100711,_ENSG00000086062,_ENSG00000196867,_ENSG00000067082,_ENSG00000116584,_ENSG00000197937,_ENSG00000163659,_ENSG00000081913,_ENSG00000138175,_ENSG00000143537,_ENSG00000161800,_ENSG00000068650,_ENSG00000158286,_ENSG00000124203,_ENSG00000167491,_ENSG00000100889,_ENSG00000197928,_ENSG00000130714,_ENSG00000113269,_ENSG00000135870,_ENSG00000213965,_ENSG00000181894,_ENSG00000148218,_ENSG00000166326,_ENSG00000007350,_ENSG00000054793,_ENSG00000188177,_ENSG00000187792,_ENSG00000113273,_ENSG00000115233,_ENSG00000176946,_ENSG00000069020,_ENSG00000092094,_ENSG00000117298,_ENSG00000043143	290	2972	19235	1.294414535666218	0.9999414840846947	0.6226647307664914	32.788574965274954
GOTERM_BP_FAT	GO:0016051~carbohydrate_biosynthetic_process	6	1.9736842105263157	0.029897662396290766	ENSG00000112699,_ENSG00000086062,_ENSG00000105655,_ENSG00000170191,_ENSG00000197943,_ENSG00000100889	220	107	13528	3.4480883602378927	1.0	0.9358234905647247	39.70156410076772
SP_PIR_KEYWORDS	transferase	31	10.197368421052632	0.029975946084011683	ENSG00000154310,_ENSG00000105976,_ENSG00000109685,_ENSG00000196968,_ENSG00000154358,_ENSG00000164023,_ENSG00000100031,_ENSG00000154252,_ENSG00000157680,_ENSG00000186281,_ENSG00000102882,_ENSG00000060642,_ENSG00000130714,_ENSG00000142235,_ENSG00000006530,_ENSG00000007350,_ENSG00000134202,_ENSG00000107669,_ENSG00000147044,_ENSG00000099308,_ENSG00000197093,_ENSG00000186111,_ENSG00000163344,_ENSG00000012983,_ENSG00000086062,_ENSG00000114735,_ENSG00000069020,_ENSG00000163659,_ENSG00000100522,_ENSG00000100994,_ENSG00000100422	290	1394	19235	1.4750037104833524	0.9999603198109118	0.6020116684492869	33.84454730751073
GOTERM_BP_FAT	GO:0030036~actin_cytoskeleton_organization	9	2.9605263157894735	0.03071571901163774	ENSG00000116584,_ENSG00000168477,_ENSG00000084112,_ENSG00000161800,_ENSG00000064666,_ENSG00000134516,_ENSG00000117519,_ENSG00000165527,_ENSG00000131899	220	226	13528	2.4487530168946097	1.0	0.9304451002087708	40.54340036152448
KEGG_PATHWAY	hsa04210:Apoptosis	6	1.9736842105263157	0.030870953964142658	ENSG00000100906,_ENSG00000115008,_ENSG00000003400,_ENSG00000162909,_ENSG00000185291,_ENSG00000141506	104	87	5085	3.3720159151193636	0.9863767543657556	0.7611674425844763	30.82849928878446
GOTERM_MF_FAT	GO:0001729~ceramide_kinase_activity	2	0.6578947368421052	0.03224114707734168	ENSG00000006530,_ENSG00000100422	212	2	12983	61.24056603773585	0.9999996657629744	0.8449374863920905	37.22882277153104
GOTERM_MF_FAT	GO:0000287~magnesium_ion_binding	14	4.605263157894736	0.0334178957129989	ENSG00000138175,_ENSG00000076685,_ENSG00000170191,_ENSG00000069020,_ENSG00000068650,_ENSG00000170502,_ENSG00000130714,_ENSG00000154358,_ENSG00000054793,_ENSG00000213965,_ENSG00000099308,_ENSG00000005844,_ENSG00000138031,_ENSG00000100422	212	452	12983	1.8968316914342962	0.9999998078540103	0.8206353667499309	38.30471051021623
INTERPRO	IPR001478:PDZ/DHR/GLGF	7	2.302631578947368	0.0340664247350718	ENSG00000082458,_ENSG00000069020,_ENSG00000088179,_ENSG00000132535,_ENSG00000147044,_ENSG00000099308,_ENSG00000198286	270	149	16659	2.8986577181208055	0.9999999986387516	0.9831427207818322	39.98698263638276
GOTERM_CC_FAT	GO:0005886~plasma_membrane	72	23.684210526315788	0.035134245746119376	ENSG00000138449,_ENSG00000185010,_ENSG00000168243,_ENSG00000072274,_ENSG00000174136,_ENSG00000104687,_ENSG00000088179,_ENSG00000105976,_ENSG00000096996,_ENSG00000154358,_ENSG00000196517,_ENSG00000134215,_ENSG00000138031,_ENSG00000115604,_ENSG00000162909,_ENSG00000135898,_ENSG00000106537,_ENSG00000065989,_ENSG00000005844,_ENSG00000136732,_ENSG00000105963,_ENSG00000172005,_ENSG00000179242,_ENSG00000051128,_ENSG00000033627,_ENSG00000197943,_ENSG00000147044,_ENSG00000181467,_ENSG00000173198,_ENSG00000186111,_ENSG00000198286,_ENSG00000140030,_ENSG00000185499,_ENSG00000105355,_ENSG00000183484,_ENSG00000086062,_ENSG00000120217,_ENSG00000116584,_ENSG00000177697,_ENSG00000185760,_ENSG00000154122,_ENSG00000168421,_ENSG00000113504,_ENSG00000158292,_ENSG00000138175,_ENSG00000143801,_ENSG00000197405,_ENSG00000149506,_ENSG00000164023,_ENSG00000070018,_ENSG00000167695,_ENSG00000140807,_ENSG00000178623,_ENSG00000084112,_ENSG00000144935,_ENSG00000130545,_ENSG00000069974,_ENSG00000183134,_ENSG00000165527,_ENSG00000131389,_ENSG00000168118,_ENSG00000064666,_ENSG00000196839,_ENSG00000120896,_ENSG00000142765,_ENSG00000185634,_ENSG00000176945,_ENSG00000167642,_ENSG00000132535,_ENSG00000138686,_ENSG00000117298,_ENSG00000178209	200	3777	12782	1.2183002382843526	0.9999261767144794	0.6955442566010059	37.44792870255742
GOTERM_BP_FAT	GO:0008624~induction_of_apoptosis_by_extracellular_signals	6	1.9736842105263157	0.035399563661026624	ENSG00000116584,_ENSG00000003400,_ENSG00000143801,_ENSG00000127666,_ENSG00000154358,_ENSG00000134215	220	112	13528	3.294155844155844	1.0	0.9459286023530467	45.15458867087383
GOTERM_MF_FAT	GO:0046872~metal_ion_binding	81	26.644736842105267	0.03578987250075488	ENSG00000138449,_ENSG00000185010,_ENSG00000109685,_ENSG00000165406,_ENSG00000154358,_ENSG00000166432,_ENSG00000145908,_ENSG00000157077,_ENSG00000134215,_ENSG00000135596,_ENSG00000162591,_ENSG00000138031,_ENSG00000157680,_ENSG00000076685,_ENSG00000204219,_ENSG00000162909,_ENSG00000188785,_ENSG00000188227,_ENSG00000005844,_ENSG00000197857,_ENSG00000104774,_ENSG00000116983,_ENSG00000105963,_ENSG00000198182,_ENSG00000188321,_ENSG00000056558,_ENSG00000179242,_ENSG00000197943,_ENSG00000182986,_ENSG00000196653,_ENSG00000100711,_ENSG00000086062,_ENSG00000067082,_ENSG00000196867,_ENSG00000116584,_ENSG00000197937,_ENSG00000163659,_ENSG00000081913,_ENSG00000185760,_ENSG00000134516,_ENSG00000135378,_ENSG00000113504,_ENSG00000143537,_ENSG00000138175,_ENSG00000168056,_ENSG00000161800,_ENSG00000196081,_ENSG00000170191,_ENSG00000068650,_ENSG00000158286,_ENSG00000124203,_ENSG00000167491,_ENSG00000140807,_ENSG00000100889,_ENSG00000197928,_ENSG00000117643,_ENSG00000144935,_ENSG00000170502,_ENSG00000130714,_ENSG00000113269,_ENSG00000135870,_ENSG00000213965,_ENSG00000181894,_ENSG00000148218,_ENSG00000166326,_ENSG00000007350,_ENSG00000054793,_ENSG00000188177,_ENSG00000196839,_ENSG00000099308,_ENSG00000179532,_ENSG00000187792,_ENSG00000113273,_ENSG00000115233,_ENSG00000176946,_ENSG00000069020,_ENSG00000092094,_ENSG00000117298,_ENSG00000168924,_ENSG00000043143,_ENSG00000100422	212	4140	12983	1.1981849876948318	0.9999999371770423	0.8095364661472995	40.42147587112142
GOTERM_MF_FAT	GO:0008092~cytoskeletal_protein_binding	15	4.934210526315789	0.035813955152346054	ENSG00000176438,_ENSG00000161800,_ENSG00000088179,_ENSG00000154358,_ENSG00000064666,_ENSG00000120896,_ENSG00000086062,_ENSG00000116584,_ENSG00000084112,_ENSG00000162909,_ENSG00000109063,_ENSG00000069974,_ENSG00000178209,_ENSG00000130595,_ENSG00000117519	212	504	12983	1.8226358939802336	0.9999999378869507	0.7787746939694328	40.44261686489226
GOTERM_BP_FAT	GO:0042440~pigment_metabolic_process	4	1.3157894736842104	0.036097820410243175	ENSG00000163655,_ENSG00000196839,_ENSG00000148218,_ENSG00000080819	220	45	13528	5.4658585858585855	1.0	0.9408254721669127	45.81250287259415
SP_PIR_KEYWORDS	wnt_signaling_pathway	6	1.9736842105263157	0.037099496460674876	ENSG00000065717,_ENSG00000154310,_ENSG00000072803,_ENSG00000107829,_ENSG00000070018,_ENSG00000140807	290	122	19235	3.2620124364047483	0.999996591127164	0.6497450889574232	40.143792925777475
GOTERM_CC_FAT	GO:0031226~intrinsic_to_plasma_membrane	28	9.210526315789473	0.037219851773551874	ENSG00000138449,_ENSG00000131389,_ENSG00000174136,_ENSG00000072274,_ENSG00000172005,_ENSG00000105976,_ENSG00000197405,_ENSG00000143801,_ENSG00000096996,_ENSG00000179242,_ENSG00000164023,_ENSG00000173198,_ENSG00000196517,_ENSG00000138031,_ENSG00000185499,_ENSG00000140030,_ENSG00000178623,_ENSG00000144935,_ENSG00000135898,_ENSG00000132535,_ENSG00000177697,_ENSG00000106537,_ENSG00000185760,_ENSG00000154122,_ENSG00000183134,_ENSG00000005844,_ENSG00000136732,_ENSG00000113504	200	1215	12782	1.47282304526749	0.9999584839763359	0.6740619346347887	39.19851953883485
UP_SEQ_FEATURE	binding_site:Substrate	10	3.289473684210526	0.03744044942203191	ENSG00000134333,_ENSG00000162496,_ENSG00000100522,_ENSG00000204099,_ENSG00000163344,_ENSG00000162927,_ENSG00000080819,_ENSG00000042088,_ENSG00000113273,_ENSG00000100889	290	297	19113	2.2190874259839775	1.0	0.9883586916901124	45.92342527347573
BIOCARTA	h_cdMacPathway:Cadmium_induces_DNA_synthesis_and_proliferation_in_macrophages	3	0.9868421052631579	0.0379984113950833	ENSG00000100906,_ENSG00000102882,_ENSG00000177606	36	13	1437	9.211538461538462	0.9939854356467049	0.9939854356467049	36.38766693766385
KEGG_PATHWAY	hsa04722:Neurotrophin_signaling_pathway	7	2.302631578947368	0.039062315758866505	ENSG00000100906,_ENSG00000134308,_ENSG00000102882,_ENSG00000177606,_ENSG00000197943,_ENSG00000141506,_ENSG00000185634	104	124	5085	2.760158188585608	0.9957416060800094	0.7445467347568127	37.396758687488166
GOTERM_BP_FAT	GO:0043067~regulation_of_programmed_cell_death	21	6.907894736842106	0.04029748757222658	ENSG00000100906,_ENSG00000115008,_ENSG00000139842,_ENSG00000172005,_ENSG00000056558,_ENSG00000143801,_ENSG00000127666,_ENSG00000154358,_ENSG00000170542,_ENSG00000197943,_ENSG00000196839,_ENSG00000134215,_ENSG00000108179,_ENSG00000198286,_ENSG00000086062,_ENSG00000116584,_ENSG00000177606,_ENSG00000003400,_ENSG00000069974,_ENSG00000145779,_ENSG00000176171	220	812	13528	1.5902821316614422	1.0	0.9508276532825695	49.61566524147742
GOTERM_CC_FAT	GO:0043292~contractile_fiber	6	1.9736842105263157	0.040664908722133256	ENSG00000144935,_ENSG00000143801,_ENSG00000109063,_ENSG00000154358,_ENSG00000130595,_ENSG00000178209	200	121	12782	3.169090909090909	0.999984000442603	0.6685555151446123	41.99137075762942
GOTERM_BP_FAT	GO:0030890~positive_regulation_of_B_cell_proliferation	3	0.9868421052631579	0.040935731681274415	ENSG00000127666,_ENSG00000196839,_ENSG00000198286	220	20	13528	9.223636363636363	1.0	0.946174265048292	50.171194413009125
GOTERM_BP_FAT	GO:0010941~regulation_of_cell_death	21	6.907894736842106	0.041609997038855775	ENSG00000100906,_ENSG00000115008,_ENSG00000139842,_ENSG00000172005,_ENSG00000056558,_ENSG00000143801,_ENSG00000127666,_ENSG00000154358,_ENSG00000170542,_ENSG00000197943,_ENSG00000196839,_ENSG00000134215,_ENSG00000108179,_ENSG00000198286,_ENSG00000086062,_ENSG00000116584,_ENSG00000177606,_ENSG00000003400,_ENSG00000069974,_ENSG00000145779,_ENSG00000176171	220	815	13528	1.5844283324037924	1.0	0.9416904152870811	50.75181933317345
SMART	SM00228:PDZ	7	2.302631578947368	0.043260986403383696	ENSG00000082458,_ENSG00000069020,_ENSG00000088179,_ENSG00000132535,_ENSG00000147044,_ENSG00000099308,_ENSG00000198286	157	149	9079	2.7167528747916037	0.9986252330186219	0.8888072773873287	40.99242752835737
GOTERM_BP_FAT	GO:0009101~glycoprotein_biosynthetic_process	7	2.302631578947368	0.04358903412430349	ENSG00000086062,_ENSG00000145901,_ENSG00000117643,_ENSG00000196968,_ENSG00000130714,_ENSG00000197093,_ENSG00000136732	220	158	13528	2.72428078250863	1.0	0.9425039446600443	52.419502369829196
GOTERM_MF_FAT	GO:0043169~cation_binding	81	26.644736842105267	0.04400323745245664	ENSG00000138449,_ENSG00000185010,_ENSG00000109685,_ENSG00000165406,_ENSG00000154358,_ENSG00000166432,_ENSG00000145908,_ENSG00000157077,_ENSG00000134215,_ENSG00000135596,_ENSG00000162591,_ENSG00000138031,_ENSG00000157680,_ENSG00000076685,_ENSG00000204219,_ENSG00000162909,_ENSG00000188785,_ENSG00000188227,_ENSG00000005844,_ENSG00000197857,_ENSG00000104774,_ENSG00000116983,_ENSG00000105963,_ENSG00000198182,_ENSG00000188321,_ENSG00000056558,_ENSG00000179242,_ENSG00000197943,_ENSG00000182986,_ENSG00000196653,_ENSG00000100711,_ENSG00000086062,_ENSG00000067082,_ENSG00000196867,_ENSG00000116584,_ENSG00000197937,_ENSG00000163659,_ENSG00000081913,_ENSG00000185760,_ENSG00000134516,_ENSG00000135378,_ENSG00000113504,_ENSG00000143537,_ENSG00000138175,_ENSG00000168056,_ENSG00000161800,_ENSG00000196081,_ENSG00000170191,_ENSG00000068650,_ENSG00000158286,_ENSG00000124203,_ENSG00000167491,_ENSG00000140807,_ENSG00000100889,_ENSG00000197928,_ENSG00000117643,_ENSG00000144935,_ENSG00000170502,_ENSG00000130714,_ENSG00000113269,_ENSG00000135870,_ENSG00000213965,_ENSG00000181894,_ENSG00000148218,_ENSG00000166326,_ENSG00000007350,_ENSG00000054793,_ENSG00000188177,_ENSG00000196839,_ENSG00000099308,_ENSG00000179532,_ENSG00000187792,_ENSG00000113273,_ENSG00000115233,_ENSG00000176946,_ENSG00000069020,_ENSG00000092094,_ENSG00000117298,_ENSG00000168924,_ENSG00000043143,_ENSG00000100422	212	4179	12983	1.1870030746725542	0.9999999987186381	0.8184598664503172	47.24080609989616
GOTERM_BP_FAT	GO:0008219~cell_death	19	6.25	0.04410168008536505	ENSG00000100906,_ENSG00000115008,_ENSG00000056558,_ENSG00000143801,_ENSG00000127666,_ENSG00000154358,_ENSG00000134215,_ENSG00000140030,_ENSG00000109736,_ENSG00000042088,_ENSG00000116584,_ENSG00000177606,_ENSG00000003400,_ENSG00000113269,_ENSG00000081913,_ENSG00000117298,_ENSG00000145779,_ENSG00000176171,_ENSG00000165527	220	719	13528	1.6249336199266657	1.0	0.9376369023558543	52.84275684354773
GOTERM_BP_FAT	GO:0001775~cell_activation	10	3.289473684210526	0.044196890292213284	ENSG00000067082,_ENSG00000143801,_ENSG00000127666,_ENSG00000197943,_ENSG00000069974,_ENSG00000196839,_ENSG00000134516,_ENSG00000168421,_ENSG00000198286,_ENSG00000005844	220	287	13528	2.1425403864428256	1.0	0.9310208766551573	52.92097425395059
UP_SEQ_FEATURE	repeat:42;_approximate	2	0.6578947368421052	0.04468165751121484	ENSG00000116690,_ENSG00000185499	290	3	19113	43.93793103448276	1.0	0.9921675861423696	52.11773577840086
UP_SEQ_FEATURE	repeat:Calponin-like_1	2	0.6578947368421052	0.04468165751121484	ENSG00000064666,_ENSG00000117519	290	3	19113	43.93793103448276	1.0	0.9921675861423696	52.11773577840086
UP_SEQ_FEATURE	repeat:Calponin-like_3	2	0.6578947368421052	0.04468165751121484	ENSG00000064666,_ENSG00000117519	290	3	19113	43.93793103448276	1.0	0.9921675861423696	52.11773577840086
UP_SEQ_FEATURE	repeat:Calponin-like_2	2	0.6578947368421052	0.04468165751121484	ENSG00000064666,_ENSG00000117519	290	3	19113	43.93793103448276	1.0	0.9921675861423696	52.11773577840086
SP_PIR_KEYWORDS	prenylated_cysteine	3	0.9868421052631579	0.04625902193694924	ENSG00000168118,_ENSG00000168243,_ENSG00000069974	290	23	19235	8.651424287856072	0.9999998586364509	0.7027629927053483	47.427623135301964
GOTERM_BP_FAT	GO:0016265~death	19	6.25	0.0466230417827146	ENSG00000100906,_ENSG00000115008,_ENSG00000056558,_ENSG00000143801,_ENSG00000127666,_ENSG00000154358,_ENSG00000134215,_ENSG00000140030,_ENSG00000109736,_ENSG00000042088,_ENSG00000116584,_ENSG00000177606,_ENSG00000003400,_ENSG00000113269,_ENSG00000081913,_ENSG00000117298,_ENSG00000145779,_ENSG00000176171,_ENSG00000165527	220	724	13528	1.613711702661979	1.0	0.9341049021262577	54.8734494533951
INTERPRO	IPR002219:Protein_kinase_C,_phorbol_ester/diacylglycerol_binding	4	1.3157894736842104	0.04681143414990065	ENSG00000157680,_ENSG00000116584,_ENSG00000161800,_ENSG00000134215	270	50	16659	4.936000000000001	0.9999999999994551	0.9909623699349412	50.652432297074036
GOTERM_CC_FAT	GO:0005887~integral_to_plasma_membrane	27	8.881578947368421	0.047385838453226456	ENSG00000138449,_ENSG00000131389,_ENSG00000072274,_ENSG00000172005,_ENSG00000105976,_ENSG00000197405,_ENSG00000143801,_ENSG00000096996,_ENSG00000179242,_ENSG00000164023,_ENSG00000173198,_ENSG00000196517,_ENSG00000138031,_ENSG00000185499,_ENSG00000140030,_ENSG00000178623,_ENSG00000144935,_ENSG00000135898,_ENSG00000132535,_ENSG00000177697,_ENSG00000106537,_ENSG00000185760,_ENSG00000154122,_ENSG00000183134,_ENSG00000005844,_ENSG00000136732,_ENSG00000113504	200	1188	12782	1.4525000000000001	0.9999975343530304	0.6908455260002844	47.101856239840146
GOTERM_BP_FAT	GO:0001766~membrane_raft_polarization	2	0.6578947368421052	0.047787438315726564	ENSG00000172005,_ENSG00000134516	220	3	13528	40.99393939393939	1.0	0.9320977976475875	55.78323837673058
GOTERM_BP_FAT	GO:0006021~inositol_biosynthetic_process	2	0.6578947368421052	0.047787438315726564	ENSG00000105655,_ENSG00000197943	220	3	13528	40.99393939393939	1.0	0.9320977976475875	55.78323837673058
GOTERM_BP_FAT	GO:0051665~membrane_raft_localization	2	0.6578947368421052	0.047787438315726564	ENSG00000172005,_ENSG00000134516	220	3	13528	40.99393939393939	1.0	0.9320977976475875	55.78323837673058
GOTERM_BP_FAT	GO:0031580~membrane_raft_distribution	2	0.6578947368421052	0.047787438315726564	ENSG00000172005,_ENSG00000134516	220	3	13528	40.99393939393939	1.0	0.9320977976475875	55.78323837673058
KEGG_PATHWAY	hsa05120:Epithelial_cell_signaling_in_Helicobacter_pylori_infection	5	1.644736842105263	0.048191400013690724	ENSG00000100906,_ENSG00000177606,_ENSG00000105976,_ENSG00000033627,_ENSG00000197943	104	68	5085	3.5951640271493215	0.9988484082151067	0.7416195135034729	44.041154404047724
PIR_SUPERFAMILY	PIRSF002344:calponin	2	0.6578947368421052	0.04907322613060976	ENSG00000064666,_ENSG00000117519	124	3	7396	39.763440860215056	0.9995465780588274	0.9995465780588274	45.280004504159166
PIR_SUPERFAMILY	PIRSF038310:homeobox_protein,_EN-1/EN-2_type	2	0.6578947368421052	0.04907322613060976	ENSG00000167034,_ENSG00000164778	124	3	7396	39.763440860215056	0.9995465780588274	0.9995465780588274	45.280004504159166
GOTERM_BP_FAT	GO:0008277~regulation_of_G-protein_coupled_receptor_protein_signaling_pathway	4	1.3157894736842104	0.049409509675926194	ENSG00000168243,_ENSG00000117298,_ENSG00000196839,_ENSG00000183134	220	51	13528	4.822816399286987	1.0	0.9319395501049906	57.02192030877933
GOTERM_BP_FAT	GO:0050864~regulation_of_B_cell_activation	4	1.3157894736842104	0.049409509675926194	ENSG00000127666,_ENSG00000196839,_ENSG00000198286,_ENSG00000029993	220	51	13528	4.822816399286987	1.0	0.9319395501049906	57.02192030877933
KEGG_PATHWAY	hsa04510:Focal_adhesion	9	2.9605263157894735	0.049985219781646904	ENSG00000168477,_ENSG00000102882,_ENSG00000177606,_ENSG00000105976,_ENSG00000162909,_ENSG00000134215,_ENSG00000186111,_ENSG00000141506,_ENSG00000185634	104	201	5085	2.189293915040184	0.9991106768450376	0.6898941683778548	45.26829211374016
GOTERM_CC_FAT	GO:0048770~pigment_granule	5	1.644736842105263	0.05008824103535831	ENSG00000072274,_ENSG00000143870,_ENSG00000033627,_ENSG00000069974,_ENSG00000142765	200	89	12782	3.5904494382022474	0.9999988418943458	0.6798803388666255	49.03685274776025
