Gene	expressionCSF	expressionDOUBLE	expressionFC	pvalCSF	pvalDOUBLE	pvalAVERAGE
HMBS	82.5175443455326	92.4316854198462	0.892741	0.000198000119759022	0.0379590991495241	0.0190785
P2RY8	972.605377472034	700.756186990842	1.38794	2.65533020965681e-05	0.0384497241482027	0.0192381
KANK3	13.8335891498552	22.8052735113384	0.606596	0.0289961860781802	0.00948283533467645	0.0192395
MYO1B	96.7181466055239	76.5517426132057	1.26343	0.0114386338305629	0.0274453244463018	0.019442
STOML1	10.5907394189826	9.03245601132219	1.17252	0.00191714951664087	0.0374586960781199	0.0196879
TROVE2	787.678983220503	850.729848869323	0.925886	0.00568314112865071	0.033921061938403	0.0198021
ZNF681	7.06261902194859	2.50170846320831	2.82312	0.0137096045637858	0.0259288946296725	0.0198192
MSL3	510.618380154295	500.726877553141	1.01975	0.000197855215961419	0.0398115569009511	0.0200047
PTDSS1	3266.23603184414	3982.22727318457	0.820203	0.0335442996720937	0.00650312548283534	0.0200237
ICAM3	1159.11312031054	1507.17733314558	0.769062	0.0359878745398677	0.00439531314744124	0.0201916
MYO9B	1809.04601089409	2529.96003314614	0.715049	0.0375504299241278	0.00335534933406475	0.0204529
ZNF692	73.589825440307	65.6899785877739	1.12026	0.0011964754373887	0.0397295909858932	0.020463
PLCB3	136.606156201737	256.005033319949	0.533607	0.0400265254894141	0.000948452773313896	0.0204875
C2orf49	141.37862359155	124.888131582124	1.13204	0.00631394488689949	0.0349282590984069	0.0206211
REEP5	402.970457922399	401.079964086133	1.00471	0.00720542591957928	0.0346336633920658	0.0209195
LRBA	1326.65236822824	2100.18289010465	0.631684	0.0417178602081404	0.000249511689297289	0.0209837
PRR5L	438.618506676514	169.892042015132	2.58175	3.8081304415222e-06	0.0430069252155346	0.0215054
RP11-62H7.2	11.3473966482661	15.9846286207609	0.709894	0.0142977455696409	0.028869163229402	0.0215835
ZNF667	9.1141536530892	0.48718892075553	18.7076	0.036378232391149	0.00745721694813126	0.0219177
CILP2	28.021875484539	13.4829201575526	2.07832	0.0307520345152155	0.0130855596229036	0.0219188
SIK3	2523.10275780375	2973.57307574223	0.848509	0.0176014618513855	0.0262522943857562	0.0219269
FERMT2	121.51226977999	119.370683830211	1.01794	9.00927572708877e-05	0.043890688702165	0.0219904
RIPK4	8.11067066046329	2.01451954245278	4.02611	0.0300878532056092	0.014634908765427	0.0223614
HMGCS1	6128.55370174504	6934.38285676008	0.883792	0.00894702685004485	0.0359253423427661	0.0224362
RBM11	5.45821012787636	1.52733062169725	3.57369	0.0262157020740792	0.0192609154151227	0.0227383
RP4-673D20.1	4.59720897497879	4.02903908490557	1.14102	0.00115172235327194	0.0443396979639575	0.0227457
RP11-542M13.3	131.52380046062	139.766854642512	0.941023	0.00250872363460178	0.0432370275606534	0.0228729
EEF1A1P14	10.4681548825055	25.7284070358715	0.406871	0.0437416335271663	0.00228359691996155	0.0230126
C11orf80	34.9981327576684	37.7766023358985	0.92645	0.0330850874872072	0.0130392526319189	0.0230622
CEP112	29.2796564468887	23.9111790717107	1.22452	0.00105757894491131	0.0451624661693296	0.02311
MTND4P14	25.990128945613	41.1332409717054	0.631852	0.0136074059116407	0.0334785596139691	0.023543
CPD	6442.49879046468	9832.29395966836	0.655239	0.0461715101007431	0.00137727138521135	0.0237744
SLC29A3	141.726917794247	145.125932770823	0.976579	0.00255335993839788	0.0451756974540986	0.0238645
APBB1	101.142070046507	49.1913191415165	2.0561	0.0461950862275683	0.00163999865952779	0.0239175
ARL5B	1278.17273227879	1825.83916210496	0.700047	0.0433631273757363	0.00463156235847223	0.0239973
FBXL8	51.2282183587051	86.8095518538128	0.590122	0.0375504299241278	0.0105082635038075	0.0240293
USP20	776.170706372932	712.621852567369	1.08918	0.00256764242532884	0.045975853891049	0.0242717
MLLT4-AS1	9.90234970562836	15.0102507792499	0.659706	0.0170332796756441	0.0315471749062051	0.0242902
RP11-249C24.10	10.4022772670202	23.9111790717107	0.435038	0.0433505705335542	0.00566627707106393	0.0245084
CORO6	44.6256329864005	66.0187978849272	0.675953	1.05037239770002e-05	0.0498471456568053	0.0249288
ANKRD26	17.330252444049	10.849683975483	1.5973	0.00259888422953514	0.0482603062322541	0.0254296
GPC2	8.34655432037698	2.01451954245278	4.1432	0.0380168589348643	0.0130855596229036	0.0255512
UST	72.9989919319574	66.1114036490987	1.10418	0.00221591357672083	0.0489778744467281	0.0255969
PLEKHA1	199.525503819469	149.746846590605	1.33242	0.0320134136074777	0.0192254069147913	0.0256194
ATP10B	45.6763010714948	43.7007132943444	1.04521	0.0019053730742152	0.0493866758759945	0.025646
UCK2	428.104333805173	591.054119471206	0.724306	0.0439944062932112	0.00733267589616115	0.0256635
PICK1	72.0781589658391	53.247200131163	1.35365	0.0114386338305629	0.0399375227757776	0.0256881
RP11-93B14.5	49.6482449740144	53.049908552871	0.935878	0.0158420989596232	0.0357493518090994	0.0257957
CTD-3064M3.7	32.5085419969783	168.627766831158	0.192783	0.0498349666986382	0.00205267482746669	0.0259438
CLOCK	323.961833337896	416.129136820073	0.778513	0.0337429980339723	0.0181557739939745	0.0259494
MARCH3	22.2129589421753	16.5375814009471	1.34318	0.0142977455696409	0.0379936578462071	0.0261457
ZNF32	37.2779896590392	21.896659529258	1.70245	0.0249997118900992	0.0278566995732883	0.0264282
NEK9	358.842220755488	287.552865500146	1.24792	0.0138804971759011	0.0397494761149794	0.026815
SFXN3	213.797671967018	271.305181441662	0.788034	0.0289961860781802	0.0249224549174354	0.0269593
WDR52	122.522488841539	101.201085993446	1.21068	0.00966788492977267	0.0443276614515259	0.0269978
TMEM120B	275.061462518652	295.335808182285	0.931352	0.0186696169525674	0.0355493179502673	0.0271095
RP11-712B9.2	17.6166635417376	10.4940227735888	1.67873	0.0171719047796661	0.0371318074361488	0.0271519
BID	525.352993124465	594.910027077717	0.88308	0.0186696169525674	0.0358716047367218	0.0272706
SKIL	1935.71273886208	2289.47795245667	0.845482	0.0130784264424433	0.0414764283123302	0.0272774
CLSTN3	214.315416037016	221.746121048303	0.96649	0.024112474115162	0.030757693400152	0.0274351
MAGEH1	60.5181306943874	22.7395096519077	2.66136	0.0498222032540606	0.00539486048855591	0.0276085
DOLPP1	50.7964571064497	32.8121073641716	1.5481	0.0191525901004352	0.0372729961484943	0.0282128
ZYX	3459.89582517803	3327.13130624678	1.0399	0.00878369751843439	0.0488932717259646	0.0288385
PGAP2	99.3105414500407	65.4000812453103	1.51851	0.0361217079264417	0.0217271601590138	0.0289244
IL31	835.376453750358	802.146519148051	1.04143	0.00808123773362214	0.0498209790709571	0.0289511
PPP1R26-AS1	15.6320293116601	18.9077621452941	0.826752	0.0157259318914294	0.0423209576933554	0.0290234
FAM213A	7.25814904674894	4.58199186509176	1.58406	0.0246049986401687	0.033921061938403	0.029263
PTPN1	4632.21055465813	5406.45098593916	0.856793	0.0268825068506845	0.0320037987816369	0.0294432
PRRX2	17.3126300118441	27.1631318933972	0.637358	0.0119743452224206	0.0477647873395626	0.0298696
CYB5R1	167.226778250007	135.513682074574	1.23402	0.0243777194862254	0.0359253423427661	0.0301515
PCBD1	54.4602174387085	60.0678450217404	0.906645	0.0193860994376865	0.040952715636945	0.0301694
AC010761.14	8.41900384895012	18.6178648028306	0.4522	0.0322846040436149	0.0293186870196583	0.0308016
RP11-368P15.2	17.8576762714658	24.9513207726525	0.715701	0.0222212814991686	0.0397986357053083	0.03101
LST1	34.6090438875216	54.221577972674	0.638289	0.0474001600489865	0.0155368181373021	0.0314685
RP11-930P14.2	46.4761791050568	56.591758717021	0.821253	0.028369036094425	0.0345843205201515	0.0314767
SAMSN1	4014.76046689133	4737.89758791798	0.847372	0.0293492397711921	0.0340598244654129	0.0317045
TBC1D5	616.675544247531	763.435789899598	0.807763	0.0450368664477154	0.0184165540185935	0.0317267
ARID3B	590.49104117438	717.442739770286	0.82305	0.0409263317377868	0.0243632894859908	0.0326448
PDCD4-AS1	20.9448749778671	7.99231431038047	2.62063	0.0207000939791445	0.045453567619721	0.0330768
PLAU	1102.22452154786	1102.68033017389	0.999587	0.0292783680595465	0.039418569471376	0.0343485
SCML2	56.2881474771571	37.5913908075554	1.49737	0.0471124866979535	0.0216613380197029	0.0343869
TBC1D10A	198.578113520434	235.202199301114	0.844287	0.0412146132235419	0.0283672341345224	0.0347909
RP5-1109J22.1	36.0747616308374	43.6617913396546	0.826232	0.0318811541031715	0.0379379788117933	0.0349096
DNAJC19	67.4251766326699	49.1255552820859	1.37251	0.0436218089008194	0.0263731513854194	0.0349975
GDE1	271.721242334952	315.244790073831	0.861937	0.0428774518541038	0.0283029224433013	0.0355902
RNF19B	1009.27744035702	1041.02610711129	0.969503	0.0346638907734302	0.0375113827341865	0.0360876
ADO	1885.76976211878	2187.88093047606	0.861916	0.0404667704563307	0.0319277213576294	0.0361972
FLNA	29068.2812060903	32732.3934972708	0.888059	0.0358828239442699	0.0365463937776342	0.0362146
COL9A2	9.47326064009953	3.47608630471937	2.72527	0.0284118278741454	0.0451002747372417	0.0367561
PPM1B	835.118820273245	876.711913097811	0.952558	0.0264239689794382	0.0473599339447112	0.036892
GPR125	5.66856949656752	0	inf	0.0329815133765892	0.0428681105885094	0.0379248
CTD-2589H19.4	12.5274821616271	16.4060536820858	0.763589	0.0329815133765892	0.0429563231675102	0.0379689
SLC9A9	63.8924050388588	64.9665761340366	0.983466	0.0428152532049077	0.033605084456816	0.0382102
ITM2A	1141.29839361986	1070.94460466051	1.06569	0.0305576310897529	0.0470739565203646	0.0388158
ZFP90	53.6114444986948	35.5111074056719	1.50971	0.0472108634704311	0.0342924129456221	0.0407516
KRBOX4	34.7164347625594	18.8419982858635	1.8425	0.0394753087046904	0.0437313545759702	0.0416033
RYK	156.710514022837	144.09787111983	1.08753	0.033825962564765	0.0495150575754597	0.0416705
ZMIZ1-AS1	14.5986950522444	23.4897540103859	0.621492	0.0380168589348643	0.0476742469354507	0.0428456
IL27RA	3803.32841548015	4451.90157674911	0.854315	0.0497857763962702	0.0497814325042237	0.0497836
TPRG1	114.196397733684	67.441442692504	1.69327	5.59622696317706e-13	2.23717211386871e-06	1.11859e-06
PROZ	253.224569867934	327.448673192617	0.773326	5.4157329533631e-06	2.65596438722879e-05	1.59877e-05
GGT7	51.8187913902357	25.438509693408	2.03702	1.55137788192915e-06	3.25826831364785e-05	1.7067e-05
KIAA1217	365.68947904526	379.081300547598	0.964673	1.83638067483486e-05	3.28804156923319e-05	2.56221e-05
LGALS1	749.37868426108	697.480074069258	1.07441	1.98151359324835e-08	5.14777805038295e-05	2.57488e-05
BHLHE40	7132.64980287675	8320.85277444809	0.857202	1.88632411562533e-06	6.47476831033529e-05	3.3317e-05
TCTEX1D4	808.596546206785	960.084300601595	0.842214	1.76332992841046e-05	4.91306732727715e-05	3.3382e-05
BTBD19	4135.40891947066	5218.97182257703	0.79238	3.67285191773314e-05	3.18966415818496e-05	3.43126e-05
BMPR1A	136.381684972028	104.506722624614	1.305	3.46814152191604e-08	7.11970940258721e-05	3.56159e-05
NACC1	1379.06749766063	1951.36077218149	0.706721	6.74668470859826e-05	7.72842373211563e-06	3.75976e-05
RBPJ	3886.2064216965	4493.49516473683	0.864852	1.02602946421646e-05	7.48340943682996e-05	4.25472e-05
SLC4A7	3059.5997326038	2554.91807035905	1.19753	4.92871360738356e-09	9.01394862445456e-05	4.50722e-05
VCL	1088.98264400126	1018.4154433734	1.06929	2.31655217569605e-08	1.11833066145597e-05	5.60324e-06
ANKRD33B	146.052474985563	151.722444178368	0.962629	1.34243069394375e-07	0.000113471391281958	5.68028e-05
TGFB1	7908.35139868287	8236.41335562601	0.960169	6.93395877472221e-06	0.000108236700538283	5.75853e-05
OVOL1	29.745659144535	38.7899021320993	0.76684	1.56783803604009e-07	1.02580462125787e-06	5.91294e-07
SESN3	485.901195072656	126.783203455664	3.83254	1.83355113275214e-08	1.19268275899085e-12	9.16835e-09
FASLG	8622.70850121928	5490.0461540954	1.57061	7.45922480781902e-11	0.000194262454246329	9.71313e-05
