gene	IL17A+GMCSF+IFN-
RALGAPB	1.12294181188927
RAB8A	0.976237991328418
RBMX	0.97279564641102
SRGAP2	0.915566551966049
SP140	0.990454634600895
PHTF1	1.29915491967183
RNF19A	1.29254721256183
KLF3	1.28633173256286
CTIF	1.39339126671681
BIRC2	1.38352403942579
SDHA	1.36441792430191
PAK3	1.37973625290169
ACADVL	1.39452212805352
TMEM44-AS1	1.2922563913565
CDCA4	1.3144605253466
NIT1	1.32909811397554
STX6	1.26631788583942
SFXN3	1.25913944553199
ALG2	1.26053057957315
MEX3D	1.44210866193344
MAP1S	1.40748311800016
ADARB2	1.46234196304522
PIGW	1.45334764303243
RP11-61A14.2	1.45594997460616
CGA	1.42619517481024
RIPK1	1.36217023335758
CDKN3	1.38849390267925
DONSON	1.37909475463134
OTUD4	1.38143588640025
ESPN	1.19804113817736
PIP5K1A	1.19290793296211
ABCA2	1.25439385459828
UTRN	1.20702955013217
PAPD7	1.16129756041332
AP001816.1	1.24408447442337
TMEM43	1.21779326025709
COMTD1	1.26977201974839
GPRIN1	1.27415655827779
SMARCB1	1.29153100793172
SIVA1	1.23124485587558
KCNC4	1.20556817124377
HAUS8	1.24031257263033
FHOD1	1.31889717187103
CHD4	1.3234150639323
BTBD19	1.27266937284602
ZDHHC11	1.27688369745563
RP5-940J5.3	1.29789781504346
GUCD1	1.33599489913353
PROZ	1.23726413751884
METTL1	1.26493102562183
HLA-DRB5	1.2775802212606
C2orf88	1.31219638331607
BMP1	1.26650001286826
AKT1	1.39578556378534
CHMP4B	1.39191525961242
EGLN2	1.36493136045369
KIF13B	1.37818357078579
NUDT21	1.4028276656759
EIF5	1.4133698188752
TRBJ2-2P	1.3844540256369
PDXDC1	1.3443641502332
MAP3K2	1.4082695156526
ABCG1	1.38931999130854
C11orf84	1.3925076160825
RP11-423P10.2	1.3496238740035
CTB-58E17.3	1.54671759884165
RP3-467K16.4	1.53792503202582
FOXN2	1.50557013670219
ZNF587	1.53029491783378
PRRX2	1.43721292247226
TANK	1.45798353552585
RP11-61A14.3	1.45593484891426
LINC00467	1.43937083675661
AC092580.4	1.45086390515202
ATP6V1G2	1.43404987022871
UBQLN4	1.22217575330275
GNLY	1.15230352734295
PSMG3	1.13478932770808
SKIL	1.10163355409078
AC141586.5	1.11383327211578
ACBD5	1.1199059745842
PDS5A	1.1785843733033
MIR24-2	1.20693644474906
DTL	1.19174782702994
SNX25P1	1.16743666772765
TCF7	1.16883706093527
SLFNL1	1.13671362440255
SLC45A4	1.12009102948807
TRAF6	1.25006979990164
CDK7	1.16820676172068
ACD	1.1931707423031
PGM1	1.15078188106094
SRGAP2B	1.21759124983416
CAPN15	1.15896223541065
CSNK2A2	1.14254320168955
ING2	1.09236338304407
ITPR2	1.09617531872628
KB-1410C5.5	1.11248361862079
RALGPS1	1.10336243569511
CTD-2256P15.2	1.04322575550728
BHLHE40	1.0277601572119
CTC-329D1.2	1.10095397264549
RGS16	1.08385488472327
RP6-99M1.3	1.06029190654323
RNF10	1.04055360558132
DOK6	1.12490162458078
USP7	1.13614091465144
AC006486.1	1.11294436014854
GTF2F2	1.7755329716975
KIAA0100	1.76094304346276
SNORA66	1.76976777127903
PATL1	1.75818648734052
ARHGAP11B	1.76894019657713
GOLGA8A	1.77140318821287
IRAK1	1.75985932858575
AC073333.8	1.73966159006847
RP11-1094M14.9	1.72444002439739
RP11-568N6.1	1.73351838010182
CTB-41I6.1	1.74331603359041
SYP	1.7435465535463
FAM3C2	1.75173059061008
MRPL27	1.73551490386603
KIAA0895L	1.66055756427841
LYRM2	1.66110091547556
KNSTRN	1.65841414673242
KHSRP	1.70459815992681
RP11-563J2.2	1.70556764917963
FGD2	1.70491958912978
THOP1	1.68942173737832
ATRIP	1.72401739715924
GPR153	1.73601694698108
RP11-708J19.1	1.72667027527881
SOCS6	1.69797820782051
CEBPD	1.73103915925614
EVL	1.74240538051187
ANKLE1	1.7355120095177
CCT6B	1.72925746333334
ACTR8	1.75433806474246
DYNLT1	1.74373922678426
MET	1.72231450185542
RP11-570L15.1	1.70753200568078
DPP4	1.69800886865045
CD83	1.71309839150813
LMNB2	1.70103534899635
ZEB2	1.70269950448075
ARSB	1.69044700183626
SLC12A7	1.66930356750713
MFSD10	1.68268612044928
GTDC1	1.6860435062155
SMOX	1.6764694684586
AC093616.4	1.73052405985218
CASP7	1.73054295581318
AC009120.6	1.71759332410685
ANKRD10-IT1	1.67173632997148
C6orf62	1.67087978377507
RP11-24B19.3	1.6930496956765
C4orf48	1.65137840974674
MPP6	1.64927992282677
CDK16	1.67674063955901
PIK3R5	1.7007080010948
TPP2	1.68816221843118
RP11-1407O15.2	1.68918397936744
DNMT3A	1.66675591126912
MIR146A	1.63587135194771
RPS6KA1	1.64026805312803
GAB3	1.65468902860606
SRCRB4D	1.66439112344999
TAF8	1.59913525809083
TRIP6	1.60046679378096
SLC39A8	1.60592059010353
DENND1A	1.60827187516234
ABAT	1.59242741977559
ACOT2	1.61494605855188
VPS13B	1.60446689680044
RP11-43A14.1	1.67978840061581
MCM9	1.70122882903575
PARP4	1.71666622005264
MXD1	1.71583289411075
RNU1-72P	1.71521651893281
OAF	1.72392066000161
RP11-973H7.4	1.67430266486062
VTI1A	1.67249451398339
RN7SL192P	1.67773486915509
RP11-145G20.1	1.64685461474136
RP11-169E6.1	1.61885585698436
RP11-119F19.2	1.64932992764718
TMEM88	1.64924022869538
C4orf50	1.58012379454215
STIM1	1.57781872816929
MAN2A2	1.61981075112686
SNHG16	1.59886962505242
RNF135	1.60075881051579
E2F7	1.60643298967589
SERAC1	1.55943028083067
MFN1	1.58738377812562
PIGV	1.60991703579396
ERCC6	1.64177192540458
ILK	1.64321403591057
ZBTB2	1.68018078078912
CHTF8	1.6646778482537
RAD51-AS1	1.64041957145302
GADD45B	1.67430198514452
RP11-566K19.5	1.56762306384585
GALNT4	1.56052162868966
BEND3P3	1.61174982075667
AUH	1.60351718578312
GS1-124K5.12	1.61213152138382
EIF2AK3	1.61533760691129
EGOT	1.68905915760695
D2HGDH	1.69252240544026
RP11-347I19.8	1.64219597355856
PAN3-AS1	1.67930745426043
RNU6-118P	1.66874545834273
ZFYVE27	1.70802939038965
GK5	1.71324211947157
ATG16L2	1.69718058595596
RP11-10J21.4	1.71093037948876
RP11-98I9.4	1.72095534757766
MFSD12	1.71971108209342
RP11-876N24.4	1.76391705237577
ZFP41	1.74901129287265
POLG	1.75742703379047
PTPN23	1.76359589161822
RP11-101O6.2	1.77152825962168
GTF3C1	1.76142417413986
IL12A	1.76601551463442
PANK4	1.74803370482284
CDC20B	1.74512804593944
ARHGEF19	1.73166687890676
KANSL3	1.73470241779181
VCPKMT	1.72571132132943
AC114730.3	1.68681142512946
GAL3ST2	1.66756231651516
NCOA7	1.65947964114164
RP11-473O4.4	1.64405791132138
KIF26A	1.66811957515074
RP11-108K14.4	1.70483915249409
RTCB	1.69244302914896
EEF1A1P14	1.67896688259737
FUT7	1.68405249017835
AKT1S1	1.74701031626908
NEDD4L	1.75139994664686
TIMM50	1.74209220449318
AC137932.6	1.71946725407314
OTUD5	1.71386500263108
MGLL	1.71296283548701
SBK1	1.72384824791625
CACNG8	1.73591281259786
RAP2C	1.73610910949152
RBM12	1.69999561959638
HMGN3	1.68839864164851
ARRDC1	1.68853413255704
TTC7B	1.66083438365725
APOL4	1.66895143265733
CAMTA1	1.64291799460011
HOMER3	1.63088105513641
MFN2	1.66640254761264
ENTPD2	1.66961723654012
LINC00341	1.69086717074204
GPR35	1.6935579658137
OLFM2	1.67878426907947
NRBP2	1.69937931768957
SLC4A10	1.70754088971693
ZBTB9	1.72190387541777
AC009951.1	1.72157341454493
RP11-705C15.4	1.72928870851711
RP11-573D15.1	1.72241936187602
C4orf26	1.74193286408571
RP1-223E5.4	1.72367783972532
GPR114	1.71633895568442
RPLP0P6	1.72109241518333
ATP10A	1.7422363542816
GRIK1	1.73270624504377
METTL21A	1.70643146185104
KIFC1	1.75940619440378
ELOVL6	1.76757747556905
LRCH3	1.7529991556859
CA2	1.75314499394959
GNG12	1.75681837052688
RP5-914P20.5	1.75506981382215
RFX7	1.73476351618117
RP11-485G4.2	1.75549931372535
NME6	1.75323997021038
SSBP3	1.75620844041123
MAPK9	1.67510141897902
AGA	1.69991186459784
PTPN9	1.64138284238047
ST3GAL2	1.68267676827063
CCDC90B	1.69466248287802
RP11-598P20.3	1.71495951772074
TBCB	1.7282035636792
C17orf58	1.62431193456051
BOK	1.64402939530616
PRCC	1.61997007244743
LEKR1	1.63515832288355
DDX28	1.65486354381332
CTD-3064M3.7	1.7661054416471
ANO9	1.77261290712296
IQSEC1	1.76496147814348
RAB40B	1.76873263222876
PIP5K1C	1.75714837382053
TBC1D17	1.75154219567025
ATF7IP2	1.75901870813404
RP11-168J18.6	1.78168575631933
LSMEM1	1.77964958940878
RPL39P3	1.78688742190636
HCG18	1.75177422086777
AP3D1	1.75980203988038
AC099552.3	1.75129161570234
PDCD6	1.76891746490768
RP11-104L21.3	1.76066822691198
ACAP3	1.75910621097165
ARRDC2	1.75214882142346
CTD-2553C6.1	1.75861098159169
LINC00299	1.7589078396878
ADAM12	1.75705818587574
RPL18AP7	1.76756804713594
MROH5	1.76475348502462
AC099552.4	1.76369801135624
C9orf3	1.78092860285441
ISOC1	1.78119636573623
LINC01003	1.77997765855496
C15orf27	1.77484643286716
RP4-758J18.13	1.78082787086498
ZFC3H1	1.78375006071141
EGLN1	1.77518995673904
HCCS	1.77437545648489
AC093818.1	1.77829915769864
CTB-41I6.2	1.69955820633956
ZC3HAV1L	1.72832467644593
TRAV8-1	1.72849511148766
IMMP2L	1.74236568551565
AC069547.1	1.69595043530642
OGFR-AS1	1.71632622067704
NUP188	1.68662850097632
RP11-797A18.4	1.74346118514777
CNOT6LP1	1.75566038925516
AGER	1.76016931097377
RP11-458F8.2	1.76379192267515
UHRF1	1.76331788866614
BRWD3	1.75613260996086
C11orf21	1.72763696348352
AC026740.1	1.74585390236829
BIN1	1.73980869684707
RP11-2B6.3	1.72219032773412
SSBP4	1.48288177443331
BAG1	1.47536951342102
TBC1D3G	1.55497688023273
MCM3	1.54107094086316
UBALD2	1.45164913399168
ELP2	1.50483998038107
SET	1.45469436905875
OSBPL7	1.4628352242652
PBDC1	1.49757282591592
TNK2-AS1	1.46960861391326
CD74	1.45237000309612
LRP8	1.43149584716242
RP1-68D18.2	1.5156807540876
SLC25A22	1.50826721821241
HEATR3	1.58513734288828
CD80	1.59573832638114
SNRPA	1.57355408600517
JUN	1.56157566019896
LRRC58	1.5499389272869
RBBP8	1.58940138741903
KIF2A	1.58853610030855
RP11-402P6.9	1.45297300625439
RHOV	1.4686848517526
KCNN4	1.50514556380624
NOP16	1.49656398490805
ABCB10	1.46965353141337
CCNI	1.46430453887832
ZNF121	1.48888352004337
SLC35F2	1.49571550134888
CTC-458I2.2	1.52451946689731
SLC2A14	1.52991072936183
OLA1	1.50947536144198
RP11-214K3.23	1.51988907002254
CDKN2A	1.51164649016982
RNU6-1016P	1.54997569399295
NT5C2	1.55179502250964
NPIPB11	1.46365480686892
SLC38A5	1.42924351302088
DBF4	1.50330500951713
TBC1D31	1.45638812037829
NAMPT	1.42646476936113
AC010761.9	1.70219795885879
UEVLD	1.70441271252873
ITGAL	1.68790335310775
MAPK13	1.72058079536306
IL12RB1	1.71616133433023
AL807752.1	1.69193916156325
MAST3	1.70886136240149
PLAGL1	1.66990496102842
SLC39A14	1.65962816040779
LDLRAD4	1.70227349940115
PRMT3	1.66292825888336
SLC43A3	1.66014081439266
IPO5	1.69446442520262
RP5-935K16.1	1.70962632692909
SNHG15	1.71245308551728
ARMC6	1.70993319322387
RP11-563E2.2	1.73016647145703
TSPY26P	1.68590933711523
RPP40	1.70962296292001
EPT1	1.66026924768677
FASTKD2	1.67455932815622
ARID3A	1.68242734480501
AFG3L1P	1.65370204226472
SRI	1.65264872999859
EXOC6	1.68348321933948
MRPL50	1.68747611952448
JAKMIP1	1.69527099621062
EXOSC2	1.69459881372172
LTB	1.61027172304786
RSU1	1.59244427532438
QARS	1.60328093788388
MRTO4	1.60798693449025
PLEC	1.54686429163522
MAP3K4	1.5683240566973
PITPNB	1.5691228715564
CTSH	1.54248765595676
HLF	1.55565316800235
CRMP1	1.57843978417087
EVC2	1.63131438657746
FAM58A	1.63832522945588
VDR	1.63987424382352
APOL1	1.63343721744032
ECE1	1.62422781065165
BCAT1	1.61901127920587
RP11-219B17.1	1.59924068565566
NT5C3A	1.6199815347774
POMT1	1.62517939794664
MCF2L2	1.63406584933156
MFI2	1.59384789198607
MICAL2	1.56730207947763
ARL4C	1.5620332178566
USP10	1.56688930695542
PARP14	1.59227446970552
RORC	1.59744461117946
RDX	1.67150807774098
NUDT15	1.68502355665961
PTPN4	1.65052414580786
ARNTL2	1.65708630262385
CPPED1	1.66583112021155
RP5-1024G6.8	1.6230883047719
RP11-79H23.3	1.62952529191052
PROK2	1.62868502146179
SLC41A2	1.62623867747628
BIVM	1.65097198327345
RP11-122C9.1	1.63598052688128
TRAF4	1.6362277751649
LARP4	1.63105814283417
MRPS2	1.61455583743453
ODF3B	1.60062424664946
IL7	1.60021839562437
INTS7	1.60267499899926
ZBTB7A	1.5775917382183
STRIP2	1.56420197696466
PMVK	1.59928046723191
MYO1E	1.59364238302604
P2RX4	1.56296242066331
GET4	1.6146970043806
KPNA2	1.6224503133538
NPDC1	1.63886366241451
RNU4-8P	1.62824400591086
SQRDL	1.63078720220915
RP5-1112D6.8	1.59705967379889
CCL20	1.58965996626585
IL23R	1.6062090111669
CTD-2008A1.2	1.54802127653789
CD93	1.52522329626384
PHB2	1.54092786867851
NAT8L	1.52396220056352
HRH4	1.59805323723413
ANK1	1.57348489415176
TREX1	1.57434223912772
RAB37	1.58155410437525
BLOC1S6	1.55421275437972
MPV17L	1.5401590927425
CRCP	1.59434094706278
C2CD4A	1.6048727224768
MAPK11	1.58353176758272
TCEB3	1.57891533282059
ZNF710	1.53691218200798
TRIM45	1.56147820772197
PSMB3	1.51819293873617
S100A2	1.52939535431827
AP2B1	1.51323008428407
EMP3	1.54471138369587
FAM110B	1.52541261071726
PPP1R15A	1.540687108488
ABCG2	1.5812056576094
PHF15	1.63203130863633
P4HTM	1.58383584494614
CENPL	1.62768319209109
ATF5	1.5906042069086
SRRM2	1.61333300377931
RP11-420G6.4	1.56845652099634
RPL18AP3	1.52848610496324
SPAG7	1.49746565220739
SGMS2	1.66882823871322
EVC	1.66605803002719
RP11-47I22.2	1.64983435727498
NPIPB15	1.64267497708376
RP11-365D9.1	1.65814598248277
CRADD	1.66497132018839
PKIG	1.68060208222683
TAF9	1.67498452635768
RP3-428L16.2	1.69354853897646
MCAM	1.69949245256028
ARL3	1.69171095317656
EN2	1.68420715250243
IL22	1.67730418424319
MSC	1.70868196474889
VPS13C	1.69400398159515
GNG4	1.68237927038679
GRAMD1B	1.69324776682493
IL26	1.68128455907213
CTD-3094K11.1	1.69935766311289
RDH8	1.70041843364829
TMEM181	1.70703510469846
BLM	1.71098525678183
PXDC1	1.71298204139411
GPR132	1.72253214932465
TMEM217	1.72496084882711
CTD-2012J19.3	1.71234017886971
RP11-887P2.6	1.68030113788882
ADAM8	1.7007087318232
MUC1	1.67325467957554
THAP4	1.67970828915405
GOLIM4	1.74545687246962
LTK	1.74273654229131
MREG	1.73918609513926
NTN4	1.7402243143327
RP11-58E21.3	1.73604995114148
RP11-383H13.1	1.73261795018649
IL1A	1.73822297913986
COL5A3	1.72391151224853
SYNGAP1	1.72399648177931
LINGO4	1.66492280438093
TRBV5-6	1.66386330655691
TRAV4	1.68223635933432
CPNE7	1.67370762809531
MRC2	1.68563753298993
DNAH1	1.70701881042993
IL4I1	1.70307402828664
ATG4B	1.69884660387912
AC026310.1	1.69540909644715
ENPP1	1.70109559878162
ANXA5	1.64912417971727
YME1L1	1.65971346675351
LRP12	1.67152708312588
NTRK2	1.67080901216555
UBAC2	1.68003127972342
ICAM1	1.6675005841027
FARS2	1.69832029751942
PDE4A	1.6954842727675
PTP4A3	1.70572211064988
NDUFB2	1.70475707461818
AP000221.1	1.73062628590806
SSH1	1.73038991989762
IQCG	1.73269520707143
AC131097.3	1.72839713382744
RP1-244F24.1	1.71226439390089
RP4-647J21.1	1.71165491231365
RP11-393I2.4	1.67994305514573
CARD11	1.68960125817201
MRPS6	1.66548791748318
CXCR6	1.68247823441007
MKNK1	1.68252739501357
TULP3	1.67231090928204
FAH	1.67560240432273
AGPAT4	1.67828164169494
TIPARP	1.65613245225199
FOXM1	1.67089846223469
ZFP91	1.6557208371703
IL21	1.65003941968611
TLCD1	1.65120874759449
LINC01059	1.63952518117688
RP11-347C12.1	1.63451743509641
RP11-135A24.4	1.67086454069134
EHD1	1.68641189000996
IL2RA	1.67057421791675
B4GALT1	1.67749590555382
PSMA6	1.63794311445305
RP11-178F10.2	1.64256447315678
PLEKHB2	1.65534502835841
SPDYE2B	1.65049002514534
RASSF3	1.66071523642243
SLC51A	1.66613207100706
AC003104.1	1.67774031060636
ADAR	1.66072241214175
NAT1	1.73367971165365
RFTN1	1.73367997496294
TRBV30	1.74566039729903
APEX2	1.74852815983271
MAPKAPK5	1.70609769129019
MVP	1.70394602202888
MACC1	1.71061716837467
IL17F	1.72400587305233
SNORA65	1.37550342936265
GCNT1	1.38051553371078
FASTKD1	1.42021477543551
RP5-966M1.6	1.42518672898569
KATNBL1	1.3707140144045
SYNCRIP	1.36737969641116
JUND	1.38095472114938
MTND2P28	1.3301406454889
ANKRD13B	1.36897903475081
SLC25A32	1.39342522518992
ZNF778	1.34518232377403
ZNF281	1.31146349787874
MAP2K4	1.31794711804644
MAF	1.24373219337796
ARPP19	1.20869973267206
NIPAL4	1.26544728194396
hsa-mir-6723	1.3446050958226
MT-CYB	1.31486476532178
SLC20A1	1.35728623851201
POU2AF1	1.34342670140701
UQCRFS1	1.33320405990088
STX11	1.25693421933609
RIOK3	1.23466493852175
TRAF3IP2	1.28420654207957
JARID2-AS1	1.35305380047146
POC1B	1.3550139437165
MT-ND4	1.29505387961924
MT-CO1	1.30180819735863
FGFR1OP	1.2919168559396
PSTPIP1	1.30936580153969
BTF3L4	1.30766852231156
BTG1	1.31762085045791
DDX5	1.29832057172024
EIF3J	1.29750462655702
RAB11A	1.34996257746005
RORA	1.32225709962578
TET2	1.34101917940322
PPIAP22	1.35795158376143
FAM210A	1.3698599431827
NANP	1.36528070195061
GTF3C6	1.3253535935929
SYT15	1.40324656661556
FAM179A	1.41300959327737
CSDE1	1.40494784549341
MIR4435-1HG	1.39368054990177
MRPL36	1.37806415726663
B2M	1.31334780535701
SNAPIN	1.23129632835346
RP11-20I23.13	1.22284171589996
AHSA1	1.2379446652952
OAS1	1.20430377165433
HNRNPA1	1.31338092708272
ARF5	1.29307635231589
IL32	1.25381202160677
SLC25A5	1.2614013115619
MT-CO2	1.20221081135374
HNRNPK	1.19016180191647
CCNC	1.19617682071246
HSP90AB1	1.18307170416894
MDH1	1.15332145437861
RP11-1399P15.1	1.20458924836513
CPOX	1.15432278730242
NPTN	1.12900547247582
UCHL3	1.11750053805174
SLC25A3	1.06303414180148
LDHAP4	1.23209556451232
RALB	1.28744817293736
RP11-135A24.2	1.27125890968418
CMTM6	1.2572011202551
YIPF6	1.18688130780678
SAMD9L	1.16842192410524
OAS2	1.19628002446375
RSRC2	1.22335556587719
AC017002.2	1.26615348553073
EFCAB8	1.32868061831311
MTND4P14	1.25079265245733
PRKRIR	1.25800645317998
PPME1	1.27221044757157
ERO1L	1.24303364725538
TMOD3	1.23186221009603
GPX3	1.39348070860866
YRDC	1.43659615460249
AL163953.3	1.43630745082383
RNF213	1.41145735277493
HOOK3	1.41457340140601
BST2	1.39282297108867
PAPLN	1.42944095478844
NTRK1	1.40832936834192
CTC-429P9.5	1.31892524991897
LINC00158	1.33088629127635
GNRHR2	1.33862607069833
OAS3	1.270503569559
CTB-63M22.1	1.35913905391947
UBE2R2	1.36056274238012
IRF7	1.33502421190288
OAZ1	1.35048366913343
FAM57A	1.47658095439567
OGDH	1.42317601954675
DDX19B	1.4348299676231
CDV3	1.44473084598152
AC010761.14	1.42500680621931
RPLP0	1.43141025159952
LRFN4	1.44320257046342
OBFC1	1.43375999229052
SLC25A6	1.47046241287793
FAM107B	1.43628307139722
TNFRSF4	1.38378729563179
HACE1	1.3584335217701
NCL	1.36752564254927
SELT	1.34881782586311
TAGLN2	1.35803429088737
ARF6	1.39141571675025
EIF4E	1.38405449571098
NUDT4	1.40396855007049
EIF6	1.36805025697612
PICALM	1.42337117021477
TNFRSF1B	1.41220380211725
CTB-13H5.1	1.4252460985589
USP12	1.42120465396887
C9orf16	1.40904116241527
NUPL2	1.42823688267144
KAT2B	1.41717506342116
LINC00152	1.36910297969095
NETO2	1.379052320621
AIM2	1.43711186868326
IL2	1.43633380925339
PMM2	1.47774634196911
GTPBP4	1.46242970955549
CTB-109A12.1	1.47793715810428
MAD2L2	1.47353188442987
ATP13A3	1.43596640217961
MMGT1	1.46174488645945
SLC35D2	1.44815198949098
TNIP2	1.50853255563457
CMC2	1.48833625338414
BAK1	1.47439385087614
LDHA	1.51143869720385
ST8SIA4	1.36807029426303
ANKRD27	1.33627962084549
MAPK6	1.36361605801644
POU2F2	1.35281245308657
GRK4	1.38464200108332
STK24	1.38541512583271
ETF1	1.38454171123544
CLIC5	1.37199170483907
ITIH3	1.4438594579187
DNAJB5	1.43291049653486
HMOX2	1.41054241944301
TFRC	1.40264932219497
EIF2S1	1.40263724492134
AATF	1.42968733736851
C1RL-AS1	1.38930023755269
IL1RL2	1.38409001227459
GDAP1	1.37564919817532
MMP24-AS1	1.32569873808321
DLGAP1-AS2	1.34263265898451
C1orf216	1.3638304810686
MYO5A	1.40027320782783
BRIX1	1.41526963810528
ETV6	1.38051422341619
CCDC50	1.57069305451615
ADCY3	1.58183392738604
TCIRG1	1.56439940670861
LPCAT3	1.55285258314647
PSMD11	1.53683214498927
NANOS1	1.52863398218064
SH2D2A	1.52266889860054
NFKBIA	1.61272867756564
ACSL4	1.61381456607198
AP000783.1	1.59979369780416
ADAP1	1.59674822058739
BRD9	1.58948916348512
RGS19	1.48670253059738
GART	1.46956726994575
PAFAH1B2	1.49305370090978
CDYL2	1.46806691696362
LRBA	1.45971552955851
BTBD6	1.55670730585874
CD151	1.55420148623401
SERINC5	1.52460042568667
ATP5D	1.53232497132105
MSH2	1.53942768566515
SDF4	1.53246967773847
TMUB1	1.51315766709426
NCS1	1.49709023101155
PCDH11Y	1.50311287755461
UNC45A	1.52675143333078
TMEM167A	1.53913612977504
CD274	1.53357487741875
SPTSSA	1.54844456983817
RP11-774O3.3	1.5545506412997
KIF14	1.56337948318757
SMAD7	1.56397783933341
SEC14L1	1.47499838155599
VIM	1.47247654109331
HMGA1	1.44627715844862
C8orf76	1.46099410051628
NOLC1	1.50267091006553
BCAP29	1.49382867878849
IER2	1.47400105654891
UHRF1BP1L	1.46320479710466
LFNG	1.47222746826796
CERK	1.46427398573532
RP4-673M15.1	1.49147758755683
IPO7	1.47464626888619
ANKLE2	1.55952877802054
DDHD1	1.55762563480509
MPDU1	1.5421440798606
HNRNPU	1.53859912502801
XAF1	1.54077157826552
ETNK1	1.51800851472352
DOK2	1.52012049506246
PEMT	1.52780624510387
TNFRSF18	1.54086249832053
DMTN	1.51296615358007
SNHG3	1.57404454505576
DUSP4	1.60940971286653
UBE2Z	1.5853847405591
LARP4B	1.59637535610122
NOP14	1.60068663495124
RALGDS	1.58443690850838
TRIP13	1.58539706451513
DGAT1	1.58422069944778
LGALS3	1.57003430543791
MAP4K5	1.57368560273186
PKDCC	1.55513812044156
FERMT3	1.52980439098572
TNIP1	1.57235939106111
CAPN2	1.55275405022131
ADK	1.53137660138828
FUT11	1.59857247475248
TTC19	1.60027063665596
YWHAG	1.52237662828709
IFI44L	1.52525661438614
IL18R1	1.56164180973193
CHRAC1	1.54197797084489
KIF3B	1.58800461937846
ANKRD10	1.57943588483472
TMEM110-MUSTN1	1.60519208435628
B3GNT5	1.58387367245535
UGT8	1.60767206128248
GPX4	1.61985160599124
PREP	1.60004942805493
TNFAIP8	1.62545370961106
ATP5B	1.61941942085539
SERPINB9	1.57302271663494
RUNX1	1.56181791769092
DHX33	1.56835721514372
TDP1	1.56574445177286
MYO1G	1.58958096999223
UBE2M	1.57782151014629
PARVB	1.59971748016152
PUS10	1.65842310381541
EIF4G3	1.66101073723849
GGT1	1.67338301495039
GMDS	1.68769673396711
ADPRH	1.65903274955413
TICAM1	1.64306703940809
BCL2L1	1.62072038158528
GOLGA7B	1.61697664902137
ACOX3	1.63585337292968
HDGF	1.28760923429753
PPP3CC	1.28379303928475
MLTK	1.31062242998283
FAM105B	1.32638623408054
CALM2	1.2354078625972
MRPL44	1.19427437106706
MSANTD3	1.25550651361345
NAA50	1.18244564482856
RAB38	1.29236948216563
ERICH1	1.27094418273064
CHN1	1.32526059002945
RP4-800J21.3	1.40162364666664
PNMA1	1.3990601759928
HABP4	1.32575333589026
CPD	1.38663593964235
DNAJA2	1.37220390596944
PLSCR1	1.29030970825123
COX5A	1.35215939651422
YWHAH	1.35939539709692
CD59	1.35044463776543
EXOC4	1.33895806967083
TMEM194B	1.41375060720675
TMEM201	1.39372797924211
PLCG2	1.3230041126834
KIAA0141	1.32792501719102
MCOLN2	1.37765922791624
MIS18BP1	1.3588895499573
PFKFB3	1.38500554890633
XRN2	1.43332862118407
TRIM59	1.42264408041805
SMAD3	1.44532417192486
PPP3R1	1.41208803300185
HPS6	1.4741182858748
TP53I13	1.50694026270139
AKIRIN2	1.52909235904856
KRT8P34	1.52366588570622
ENC1	1.54019262413036
PEX26	1.61052424896318
HGS	1.5855133027403
RANBP2	1.47213105321251
SLC17A5	1.47664062337541
ATE1	1.51397001264263
AC092338.5	1.46648951955862
FBXL8	1.49039490430515
RP11-303E16.2	1.54298318462723
PRC1	1.55330510372506
KDM6B	1.53310363572363
SUPT16H	1.54228721098026
C6orf1	1.44939497304869
LIMD1	1.41939178210579
MAT2A	1.45372345029437
REL	1.43830683859594
LINC00431	1.45671699739218
CD58	1.44123192034108
PRKAA1	1.41230579689734
TSIX	1.54963149544695
BTG2	1.53173542824764
PDCD5	1.51029392187987
NUP50	1.50788161534027
CENPN	1.54940011476528
NCF4	1.52478802185369
HOXB2	1.48610534494507
VRK3	1.47840195520996
ALDH1B1	1.46559541471188
C10orf32	1.48883975579218
PLEKHJ1	1.51229359728765
SPIDR	1.60441027969187
NEU3	1.60713316979968
PTPN7	1.56356196176005
CD70	1.53674305926703
RANP1	1.56564453497967
DHX36	1.56500906690459
HLA-H	1.55963732157346
CFLAR	1.54775099406392
COLQ	1.59753432132674
SRPK1	1.60395612642562
AL359753.1	1.59102184265822
AC016683.6	1.43997293984321
SLC25A13	1.48697412433111
ZC3H12A	1.45756198861087
MSANTD4	1.49139520026108
MARCH6	1.5384732250361
SACS	1.2368279487959
KCTD9	1.22134527727176
C19orf66	1.21742917869297
ATP1A1	1.20332609918133
MAN1A2	1.28096832455408
RAP1B	1.22184732414261
CORO1C	1.28273090229233
CYBA	1.25332696089808
NUS1	1.24216474101196
CSRP1	1.30354650730095
GLRX3	1.30817456701503
TMCO4	1.41445418032864
ACTN4	1.39255563641738
ZBTB43	1.41469507125149
DIAPH2	1.40240096135569
DENND1B	1.41061824078288
RP11-498C9.15	1.33736378331929
NUTM2A-AS1	1.3431916182418
RP5-1142A6.9	1.31232182044539
HN1	1.34123828389743
SPEN	1.36358131484824
ST7	1.3527354487248
CISD3	1.34192991038838
SELRC1	1.31909355273169
SLC7A1	1.32832183309492
UBE3A	1.31618513283169
APOA1	1.31484912068134
TAF1B	1.31485902413445
TRMT10C	1.32055049654335
